,sj_ndvi_ne,sj_ndvi_nw,sj_ndvi_se,sj_ndvi_sw,sj_precipitation_amt_mm,sj_reanalysis_air_temp_k,sj_reanalysis_avg_temp_k,sj_reanalysis_dew_point_temp_k,sj_reanalysis_max_air_temp_k,sj_reanalysis_min_air_temp_k,sj_reanalysis_precip_amt_kg_per_m2,sj_reanalysis_relative_humidity_percent,sj_reanalysis_sat_precip_amt_mm,sj_reanalysis_specific_humidity_g_per_kg,sj_reanalysis_tdtr_k,sj_station_avg_temp_c,sj_station_diur_temp_rng_c,sj_station_max_temp_c,sj_station_min_temp_c,sj_station_precip_mm,iq_ndvi_ne,iq_ndvi_nw,iq_ndvi_se,iq_ndvi_sw,iq_precipitation_amt_mm,iq_reanalysis_air_temp_k,iq_reanalysis_avg_temp_k,iq_reanalysis_dew_point_temp_k,iq_reanalysis_max_air_temp_k,iq_reanalysis_min_air_temp_k,iq_reanalysis_precip_amt_kg_per_m2,iq_reanalysis_relative_humidity_percent,iq_reanalysis_sat_precip_amt_mm,iq_reanalysis_specific_humidity_g_per_kg,iq_reanalysis_tdtr_k,iq_station_avg_temp_c,iq_station_diur_temp_rng_c,iq_station_max_temp_c,iq_station_min_temp_c,iq_station_precip_mm
2004-06-10,0.027314292,0.034802206,0.14713298,0.1653808,41.270042,299.1387,299.14078,295.91498,301.15417,297.1801,34.096085,79.23904,45.611084,17.335203,2.522862,26.684326,6.1429873,30.782293,22.509687,28.526407,0.21737218,0.12893504,0.18798633,0.13655066,75.7972,297.99924,307.55508,304.08395,316.79877,292.44434,55.605183,82.971176,64.02457,17.490217,9.142916,27.370321,10.716331,34.46016,20.43562,83.601776
2004-06-17,0.037314665,0.03282295,0.14648683,0.16541205,43.453102,299.07767,299.17343,296.24774,301.23227,297.0601,34.329727,79.57486,48.173977,17.67216,2.4955692,26.767996,6.1352086,31.091393,22.41087,28.914812,0.1984129,0.114170626,0.18441764,0.11530229,76.1353,297.99414,307.54404,304.0833,316.7883,292.44052,52.311913,82.95372,64.51674,17.45729,9.179659,27.36558,10.684468,34.456745,20.411934,86.23063
2004-06-24,-0.010203853,0.024136791,0.1402427,0.16247422,41.654495,299.28494,299.37433,296.5491,301.25195,297.0837,33.14021,80.02866,46.064777,17.990406,2.4690487,27.137217,6.2000804,31.70478,22.34292,30.025877,0.20575783,0.12429613,0.19202925,0.11963858,76.40351,297.9904,307.5321,304.08356,316.7835,292.44177,50.546482,82.949394,64.490135,17.420076,9.047926,27.358591,10.651582,34.443905,20.388748,84.726295
2004-07-01,-0.013861982,0.024337731,0.13830629,0.1617001,37.91993,299.76126,299.6865,296.86005,301.27695,297.22037,31.017874,80.35719,41.672035,18.309774,2.4688,27.679161,6.2885594,32.19809,22.604916,30.456444,0.21976164,0.13313617,0.19042486,0.12679872,75.9738,297.98856,307.5228,304.08347,316.8069,292.4357,45.75984,82.929306,63.919777,17.373692,9.02564,27.34961,10.638144,34.431488,20.366163,81.98538
2004-07-08,-0.0037629686,0.028646685,0.1361472,0.15872446,33.901566,300.27338,299.998,296.89462,301.35034,297.41367,29.236946,80.68631,36.941486,18.418016,2.494631,28.171976,6.371514,32.500263,22.735107,31.092098,0.24223123,0.16127676,0.19203235,0.13994046,75.1224,297.98587,307.51065,304.0823,316.7939,292.43665,45.350513,82.90118,63.290077,17.32466,8.875579,27.337618,10.630564,34.42407,20.339231,79.14314
2004-07-15,0.003466554,0.03509463,0.13824017,0.1586511,31.443335,300.69043,300.22827,296.97708,301.3934,297.61502,28.74626,80.65391,34.218594,18.535633,2.5243256,28.486792,6.431957,32.4954,22.93097,31.545755,0.2631755,0.18811375,0.19744948,0.16274251,74.1022,297.98123,307.4968,304.0811,316.77325,292.43814,46.727524,82.88113,62.15793,17.280748,8.861059,27.323181,10.588654,34.40131,20.318928,79.29928
2004-07-22,0.0082693,0.039458286,0.139754,0.15951753,29.751337,300.89145,300.35153,296.861,301.4727,297.79105,28.32466,80.646545,31.868896,18.502523,2.5497773,28.578033,6.446128,32.311714,23.080824,31.771284,0.27354994,0.21349238,0.20840389,0.17153399,72.97659,297.98135,307.4935,304.08136,316.77484,292.43918,44.75212,82.84675,61.093594,17.245777,9.401376,27.309095,10.616338,34.379246,20.310589,77.71028
2004-07-29,0.0020972826,0.030747954,0.14108166,0.15816008,29.325207,300.8395,300.3634,296.73492,301.54935,297.90445,28.03856,80.38329,31.106144,18.446968,2.5583143,28.50872,6.4300594,32.08582,23.286024,31.890535,0.27830583,0.2370479,0.21811332,0.17944533,71.50859,297.97806,307.48975,304.07855,316.762,292.43878,42.70027,82.79018,59.41334,17.216187,9.881533,27.298254,10.642698,34.358234,20.31491,76.13479
2004-08-05,-0.01584347,0.026242595,0.14238536,0.15879251,30.949558,300.55032,300.26288,296.5546,301.71655,297.86505,27.866222,80.1139,33.345478,18.348078,2.577964,28.252457,6.396089,31.830276,23.412897,31.412151,0.27644822,0.24671465,0.22748661,0.18820485,70.79241,297.98178,307.49863,304.07742,316.7976,292.4352,42.809845,82.72338,59.55488,17.195341,10.411183,27.243969,10.490948,34.354744,20.312622,78.97541
2004-08-12,-0.025296751,0.0264166,0.14268672,0.15876818,33.876194,300.25845,300.1718,296.42612,301.85184,297.8098,27.616816,79.924736,37.673496,18.28338,2.5863087,27.89785,6.365486,31.687912,23.351637,29.68469,0.26877722,0.23898946,0.23236835,0.18711653,70.26054,297.98776,307.5121,304.07928,316.8269,292.42978,39.80923,82.63695,58.77933,17.177525,10.877215,27.069284,10.159773,34.36039,20.316893,76.453674
