,sj_ndvi_ne,sj_ndvi_nw,sj_ndvi_se,sj_ndvi_sw,sj_precipitation_amt_mm,sj_reanalysis_air_temp_k,sj_reanalysis_avg_temp_k,sj_reanalysis_dew_point_temp_k,sj_reanalysis_max_air_temp_k,sj_reanalysis_min_air_temp_k,sj_reanalysis_precip_amt_kg_per_m2,sj_reanalysis_relative_humidity_percent,sj_reanalysis_sat_precip_amt_mm,sj_reanalysis_specific_humidity_g_per_kg,sj_reanalysis_tdtr_k,sj_station_avg_temp_c,sj_station_diur_temp_rng_c,sj_station_max_temp_c,sj_station_min_temp_c,sj_station_precip_mm,iq_ndvi_ne,iq_ndvi_nw,iq_ndvi_se,iq_ndvi_sw,iq_precipitation_amt_mm,iq_reanalysis_air_temp_k,iq_reanalysis_avg_temp_k,iq_reanalysis_dew_point_temp_k,iq_reanalysis_max_air_temp_k,iq_reanalysis_min_air_temp_k,iq_reanalysis_precip_amt_kg_per_m2,iq_reanalysis_relative_humidity_percent,iq_reanalysis_sat_precip_amt_mm,iq_reanalysis_specific_humidity_g_per_kg,iq_reanalysis_tdtr_k,iq_station_avg_temp_c,iq_station_diur_temp_rng_c,iq_station_max_temp_c,iq_station_min_temp_c,iq_station_precip_mm
2004-06-10,-0.19584939,-0.013079805,0.14019594,0.109002076,43.834984,304.22565,287.91443,287.7795,295.6169,292.65555,44.936367,78.13604,43.625595,16.312416,2.3056657,26.516762,6.39702,32.169228,21.478664,26.099669,0.28455988,0.23376222,0.28720322,0.26243913,61.896965,307.2929,298.5074,301.19913,295.94324,297.15134,50.489944,91.200874,62.483437,16.597822,8.996154,26.998419,9.931198,33.79273,20.502747,67.92693
2004-06-17,-0.17190678,-0.020177243,0.13680653,0.10780372,45.50918,304.29684,287.98874,287.83044,295.66302,292.76468,44.678143,78.06631,45.790142,16.422012,2.3033173,26.594023,6.3891497,32.222107,21.562172,26.350365,0.2830342,0.23146147,0.2868861,0.26066405,62.123413,307.28995,298.50146,301.1979,295.93814,297.14334,47.05595,91.17685,62.883686,16.58729,9.019911,26.997757,9.88607,33.790497,20.483015,69.42825
2004-06-24,-0.1931148,-0.02914382,0.12622656,0.10193813,42.94228,304.34152,288.02502,287.89188,295.66898,292.83093,43.97275,78.18986,43.229706,16.547876,2.2742522,26.64643,6.339989,32.20369,21.651754,27.258537,0.28333336,0.23243648,0.28693405,0.26091754,62.46905,307.289,298.4968,301.1981,295.92792,297.13998,45.96906,91.17038,62.94104,16.57337,8.910414,26.993063,9.828149,33.782543,20.464443,67.94173
2004-07-01,-0.19471784,-0.028330328,0.12362534,0.10003231,38.81674,304.35397,288.0352,287.92502,295.6692,292.8632,42.494328,78.30887,38.62687,16.632109,2.2517629,26.682753,6.338063,32.26221,21.64956,27.63337,0.28309986,0.23235206,0.28685632,0.26063484,62.19247,307.2904,298.49646,301.19702,295.93088,297.13434,40.868607,91.12498,62.4485,16.557913,8.918095,26.98162,9.751729,33.774723,20.448418,65.737
2004-07-08,-0.16254275,-0.021991218,0.12159334,0.09486562,34.83198,304.37457,288.05338,288.01465,295.69318,292.87604,41.17311,78.671684,33.963924,16.794584,2.2511804,26.739983,6.3372717,32.333885,21.703415,28.199503,0.28435725,0.23529568,0.28690362,0.2611203,61.342003,307.2908,298.49118,301.19626,295.92358,297.12854,40.258877,91.0754,61.80002,16.53975,8.801739,26.960836,9.66826,33.769737,20.42117,63.205044
2004-07-15,-0.13362998,-0.012427264,0.12632902,0.094839185,32.646107,304.38504,288.06024,288.04166,295.69055,292.8814,40.99768,78.75833,31.3433,16.863777,2.2552924,26.79478,6.355762,32.392605,21.714241,28.576351,0.2854001,0.23684953,0.28696173,0.26290107,60.520218,307.28912,298.48352,301.1962,295.91342,297.12408,42.36522,91.03491,60.86433,16.521658,8.781536,26.931496,9.643756,33.75592,20.39453,63.62072
2004-07-22,-0.108036965,0.03841486,0.13009492,0.09637942,31.410854,304.4013,288.07858,288.10284,295.70654,292.90097,40.675377,78.987495,29.61488,16.981264,2.2678354,26.856636,6.357033,32.43509,21.760345,28.77574,0.28549492,0.23793325,0.2872355,0.26326287,59.527264,307.29163,298.48615,301.1981,295.91208,297.12085,40.35909,90.94074,59.93033,16.503757,9.23537,26.898102,9.603793,33.741783,20.378439,62.54424
2004-07-29,-0.11135548,0.031882335,0.13349818,0.094289325,31.177818,304.4393,288.11588,288.1324,295.71933,292.93137,40.246788,78.93841,29.330017,17.045906,2.2681546,26.905727,6.3829722,32.46271,21.788498,28.920822,0.2855447,0.23936005,0.28749368,0.26385686,58.486267,307.28973,298.48355,301.19547,295.90915,297.11725,38.171856,90.80713,58.59321,16.493942,9.618468,26.86971,9.632887,33.72828,20.389654,61.379555
2004-08-05,-0.11821193,0.028435461,0.13679291,0.09551898,32.62233,304.5146,288.19302,288.17575,295.80142,292.9978,39.479317,78.781,31.342215,17.126299,2.2989635,27.000769,6.4363494,32.555683,21.824703,28.556622,0.2859219,0.24081266,0.28783736,0.265008,57.380325,307.2943,298.49445,301.19528,295.92294,297.1125,38.670437,90.66969,58.373436,16.482082,10.056123,26.883436,9.682926,33.72441,20.371765,65.264366
2004-08-12,-0.12140431,0.028544761,0.13848595,0.09568308,35.31685,304.59027,288.26483,288.21674,295.87836,293.04202,38.539406,78.61819,34.857166,17.195559,2.320856,27.168882,6.4806156,32.667934,21.917099,27.119379,0.28579453,0.23981668,0.28815693,0.2647132,57.053352,307.29922,298.50388,301.19727,295.94012,297.10706,35.878323,90.48485,57.77428,16.46984,10.461705,27.01493,9.862439,33.72649,20.375778,63.321136
