,vix_Volume,infectious_daily_infect_emv_index,hsi_Close,trade_Trade Policy EMV Fraction,sp500_Close,sp500_Volume,vix_Close,dji_Close,dji_Volume,ndx_Close,ndx_Volume,n225_Close,n225_Volume,ftse_Close,ftse_Volume,hsi_Volume,n100_Close,n100_Volume,Overall EMV Tracker,GPR,trade_US Trade Policy Uncertainty,trade_Japanese Trade Policy Uncertainty
2015-01-02,,1.531652960856507,23399.294094131976,0.011393050125960315,2040.1894917244156,3680557359.3320813,18.654739388713235,17664.058782267894,98070980.72761358,4202.396432458471,1852482965.2505565,17067.7099480222,134958.80000357906,6630.658699356466,671852250.2367563,1516657378.761426,862.4896755636,566836737.6399629,15445667.88775243,104394941.07364903,-15350054.807360997,-22017128.1131077
2015-01-09,,1.4546865795094237,23586.656744179036,0.011087239134681978,2044.0443363920076,3663763967.0851364,18.318780133528147,17687.66718388624,98501254.15142794,4218.178157072494,1850173517.697929,17240.78307088093,136348.92545179426,6655.1767181634705,679899191.1566845,1560905270.716689,872.2107610440667,562376450.9803077,13015078.003758444,94278350.28052472,-12934504.294617971,-18552409.307242196
2015-01-16,,1.3792426176218582,23776.661676564883,0.010806574863029201,2047.855454902439,3646627163.7863903,17.987518843260485,17710.936934186826,98902388.9668547,4233.77327781613,1847667141.9425428,17412.80757056726,137742.63089111084,6679.088398830035,687740730.5748392,1606350617.7188678,881.7132042708656,557725119.9562887,10463481.014569849,83119937.27337463,-10398695.413978841,-14915199.01836984
2015-01-23,,1.3049984843024374,23969.420291874474,0.010549864704173144,2051.612116830628,3629446901.977426,17.66185480023563,17733.767392819307,99280041.87955132,4249.155465105463,1845097228.6961164,17583.47395548406,139149.67062943647,6702.404433089347,695436057.6019833,1652722360.5837953,890.9931982612768,552942665.4461749,7789433.887257089,70765438.89813313,-7741194.052312617,-11103440.251898704
2015-01-30,,1.2317517295101374,24164.917632073568,0.010313897399919374,2055.3107645067744,3612445177.024234,17.34210624572343,17756.102192209968,99638038.95857422,4264.319212825393,1842573650.9577844,17752.55553067105,140577.5601310223,6725.18432530387,703017986.4051573,1699641957.8792222,900.0575221737225,548085592.5992076,4997324.191554485,57054800.036130846,-4966360.619606059,-7123387.337810641
2015-02-06,,1.1592996347403222,24362.97850998697,0.010093811607129828,2058.953505779038,3595776056.508053,17.02828872598043,17777.933598098043,99977591.68086483,4279.274512532371,1840199370.9352925,17919.89960877691,142034.98563588675,6747.501157347358,710499678.987312,1746589414.253916,908.9175375118576,543186217.6998885,2098386.7741166037,41819197.123784535,-2085360.4338845336,-2991055.1623683874
2015-02-13,,1.087577890759263,24563.206683041524,0.009885390922520084,2062.5515682875534,3579494637.4791903,16.720030554649814,17799.346251930932,100294860.4540586,4294.056021751902,1838035827.3696942,18085.415102889856,143530.23615731482,6769.420316189266,717881127.488838,1792967089.6268697,917.5856684803531,538256731.4329214,-887818.6055596032,24878136.454798643,882367.7845179581,1265674.5166822807
2015-02-20,,1.0166437528121763,24764.992701758107,0.009685828312472401,2066.1237337344046,3563498555.8754735,16.416539078319282,17820.491681039115,100583759.38990486,4308.723891402794,1836080250.6151328,18249.132803165394,145067.15124497708,6790.993541798851,725143650.8135931,1838113940.7914715,926.075706533235,533299396.9608489,-3931288.12129031,6037499.2305101175,3907005.8708652393,5604032.293963417
2015-02-27,,0.9466956440114737,24967.52713191718,0.009494081262398014,2069.6923384738807,3547568342.882371,16.116690386565914,17841.55625939603,100837740.42547585,4323.354799698951,1834289775.8747299,18411.239751645462,146645.15550703218,6812.259379185921,732255841.6791018,1881405172.4834545,934.4041598489322,528307194.297366,-6988596.019715651,-14909074.144036375,6945396.781784036,9962116.28369635
2015-03-06,,0.8781290279587392,25169.736726671134,0.009311251350905325,2073.2787396258223,3531397495.825235,15.81915706000959,17862.736713158683,101050583.35014048,4338.027674333414,1832595197.026839,18572.10035435305,148256.88119536388,6833.233459996195,739183517.0043066,1922377489.5917232,942.5901228212248,523248653.8337774,-9998966.732682692,-38169867.48529097,9937141.013879342,14253293.055393053
2015-03-13,,0.8114423099198067,25370.224475763804,0.009140368929399663,2076.9007515137837,3514555899.3097434,15.522534699726082,17884.217827052875,101218151.36209543,4352.81418067757,1830857267.75292,18732.282417965478,149885.6134387299,6853.892546746141,745865461.680798,1960776853.9459925,950.6540837924086,518061554.9146988,-12880038.759247568,-63924378.41931025,12800386.699996263,18360159.19655378
2015-03-20,,0.7472836970911585,25567.318950504392,0.008987337248372102,2080.5751686881094,3496376064.0503073,15.225145489840472,17906.189917356845,101338822.38881065,4367.778393454923,1828800668.1271396,18892.678962309277,151502.1619992612,6874.162304626649,752189599.9779211,1996687320.7608626,958.6168864179787,512631055.97703314,-15526655.10801548,-92256508.04843974,15430627.537186675,22132817.129887614
2015-03-27,,0.6870372802174688,25759.42567332163,0.00886542013003085,2084.326057848998,3475648873.041337,14.924543615884746,17928.923215867948,101404800.27234183,4382.986420882895,1825873790.1425283,19054.71664632591,153052.9396940347,6893.872481631475,757927206.9763579,2031005059.6528175,966.4822330955521,506741218.52112675,-17823513.623585418,-123086996.92864758,17713274.833949834,25406907.714992426
2015-04-03,,0.6342324226140423,25946.352564434128,0.008815349725851135,2088.159501809843,3449920700.7181926,14.619602577528882,17952.61186281907,101371880.8052193,4398.399288023447,1820890381.183341,19220.170212276167,154444.17881275262,6912.322003604365,762527520.1508453,2066884206.3548539,974.1112980807743,499870809.9760656,-19685661.1471775,-156605747.53105593,19563901.117053714,28061333.318687238
2015-04-10,,0.5938549127772205,26134.115890763587,0.008957992883298318,2091.8766537415977,3416993683.85514,14.325482441570491,17975.889374325525,101178027.57401569,4413.267325685308,1812457917.4019377,19387.956924904687,155576.10749877017,6926.958176436685,765271870.913061,2112630973.382168,980.7921307266733,491202612.4405557,-20997699.27876611,-196150683.25510135,20867822.274404917,29931598.061025906
2015-04-17,,0.5581985513063251,26292.596172664937,0.00968241019909244,2093.996067460979,3394689616.489396,14.186529277740963,17985.198094220537,100942669.31726243,4423.436523984354,1808540090.6983235,19522.95831201554,156547.73848406842,6927.060836755162,765050983.9971339,2150903407.141945,983.2157558228076,485492034.2656316,215339555.68034518,-80656520.29613534,-214006942.60393763,-306958760.5348798
2015-04-24,,0.5212376537963134,26430.822930387647,0.010577235179491894,2095.440879483071,3378914995.6356316,14.103036148902484,17988.571578379928,100757147.95844847,4431.737451298618,1806272763.8599448,19645.44606683152,157333.8762870137,6922.676418363268,763864982.0483031,2193708470.942002,984.5771150426467,481893348.93535453,983413570.2777642,908459270.097488,-977328009.9134805,-1401820978.822818
2015-05-01,,0.4854001659682789,26546.536309318613,0.011573859670390587,2096.391460139912,3369640174.8534656,14.05908653490895,17987.011218867796,100562028.13723807,4438.869030162123,1805813811.2334743,19754.976775119754,157932.92289129604,6914.925295208257,761410749.946967,2235200106.770803,985.1443798459991,479885689.1186332,2663142808.091758,3679782055.52442,-2646662857.8687057,-3796215329.42993
2015-05-08,,0.4521391284920386,26636.105427243096,0.01258934130484196,2097.0391126806016,3366865866.6190934,14.039285578789526,17981.590052441534,100291019.66886097,4445.553682217549,1807451817.5634313,19851.37370904638,158412.44331285887,6904.51395572377,757933315.8658262,2268179142.7500587,985.1112791382897,478810686.08906657,4756929484.226541,7155138523.962145,-4727492902.576965,-6780833847.955864
2015-05-15,,0.4237027302050744,26694.52427435055,0.013564999895585041,2097.5758618822797,3369555687.104635,14.028779961380495,17973.413364445856,99868944.82554445,4452.463728252226,1810941546.4294689,19935.276672786298,158858.77262213329,6891.976045770205,754011098.6808172,2285879488.8801746,984.6419500272586,478143459.519909,3785544357.728864,3091389719.706996,-3762118833.5002604,-5396158856.199899
2015-05-22,,0.40180393135396847,26716.23911664633,0.014466208616501147,2098.1022306811933,3375668641.484721,14.018319666787118,17962.80676229725,99301153.71943596,4459.9780170520735,1815592935.4808476,20008.555623586224,159295.45812890862,6877.544272176864,749989828.1223112,2283953117.828152,983.8537165779518,477412678.4832736,-9846717196.521395,-31703330691.552345,9785784485.925564,14036145687.726604
2015-05-29,,0.38830660211299284,26693.990600501398,0.015292569607086222,2098.486254114866,3384913202.3290997,14.019676452127737,17948.42790711497,98737060.14135915,4467.804731170815,1821597799.027909,20072.057252040704,159737.75841334794,6860.787322376483,746280497.9105405,2263025932.729064,982.7538059232132,476350375.1669591,-49268160440.60352,-144782922988.44214,48963282629.44582,70230012533.1741
2015-06-05,,0.3842687820785234,26618.182432871596,0.016100538098984738,2098.2743746895158,3399886960.120925,14.075029699420972,17926.7033365142,98483233.7645922,4474.8067546331595,1830229008.933768,20123.08568533162,160296.7537246742,6840.449311089795,743918920.2689372,2228972423.8413844,981.1961413360433,475275461.94200295,-99014313512.99954,-392080831064.7109,98401599931.76013,141141386438.46216
2015-06-12,,0.3877063120312989,26481.055622787197,0.016958640047170792,2096.9598797169742,3421465936.404712,14.226462507252625,17893.79497778436,98764083.83645861,4479.6780995859735,1841505179.482587,20157.042533876753,160993.2536802876,6815.219218096032,743220128.8128829,2187848172.9025908,978.9936985543628,474539972.67387754,-40716002421.301674,-700338289084.8706,40464046496.94047,58039215108.297646
2015-06-19,,0.3947964343978265,26281.309704847878,0.01792407531133654,2094.2265434828682,3448587247.107357,14.494208394353103,17847.45820965251,99658871.69859649,4481.574278540937,1854438079.2729027,20169.866077269086,161757.89964055095,6784.490251871047,743791515.8590602,2145104517.8495595,976.026156681524,474541236.6283079,458561401032.8154,-557326248133.1948,-455723762381.4976,-653662985984.5571
2015-06-26,,0.40322338384542133,26025.45193332089,0.019031328607190492,2090.0112716510953,3479716479.926233,14.873554735358514,17787.615976954898,101125903.14938563,4480.2945479251775,1867930326.338532,20158.97911685592,162431.9286402437,6748.503560983691,745249270.3282828,2105735303.497617,972.2691553671003,475618447.1623835,2081329785221.969,1449681591974.4631,-2068450241285.3403,-2966861666523.722
2015-07-03,,0.4113614502953717,25724.67001492032,0.020278708067425884,2084.3330180910493,3512957366.2926188,15.347201360303213,17715.113826396624,102976919.75533189,4475.834448485508,1880968447.0014937,20122.46571201568,162915.30078094304,6707.76995150049,747195285.7160525,2074644863.9436057,967.7578151764906,477802220.3975271,5630270051041.107,7253498176742.834,-5595429195583.091,-8025749934370.9795
2015-07-10,,0.41743787913541425,25392.24458820701,0.02160763075068196,2077.318993662797,3548313708.8418355,15.891108998138066,17631.93454017155,105065180.5083872,4468.374623180927,1893405036.3099685,20059.83015049466,163143.6471920584,6663.27842664891,749684450.3557776,2056165094.6231241,962.5950051994009,481491467.9497054,10054150567577.52,14577368752762.814,-9991934154663.502,-14331834446137.08
2015-07-17,,0.4193318014196001,25043.240756304353,0.02292741467282136,2069.338943756108,3586194357.185871,16.4676147500531,17542.016375443098,107254567.4087383,4458.6331893447095,1905411044.189507,19973.54766519902,163112.59913825057,6617.001109899047,752734718.7810361,2050150316.1245277,956.9973776920399,487341203.8106147,8002789024422.897,5994407881877.589,-7953266707925.905,-11407691443861.027
2015-07-24,,0.4177400892782789,24691.958309073383,0.024141328334262007,2060.8973878229185,3625696713.383583,17.03346470944167,17450.24456509509,109429842.56398512,4447.681712074545,1917125897.8695536,19867.43661607568,162843.4114707946,6571.030082019028,756024187.598835,2050135651.1229815,951.2203164768664,495161338.37504387,-20795391165519.383,-67511639498956.3,20666706535966.055,29643091321198.707
2015-07-31,,0.414496888120072,24350.633751040776,0.025163536509963932,2052.532276693447,3665536415.027415,17.550206677512897,17361.605627752615,111501571.98604539,4436.762940301251,1928396301.1915636,19746.38625524996,162366.1503406129,6527.156676522666,759308860.2393657,2048730670.7858932,945.5231608914676,503952656.7001832,-104074711917105.75,-273462165177724.1,103430683841469.08,148354804438022.2
2015-08-07,,0.41152161093980616,24028.689359499345,0.025931447674719207,2044.7664120737882,3704762669.3090887,17.99054644279793,17280.88423454492,113391160.63060258,4427.1644853597545,1938855853.167796,19616.44011329533,161743.40436810278,6486.807874895154,762456364.9302359,2041468914.801444,940.166246937689,512536274.07450503,-209165829300727.4,-531732854232038.0,207871483497996.84,298158458759176.06
2015-08-14,,0.4103375462220619,23732.155984438246,0.026426699188063223,2038.0322059611347,3742006220.733391,18.340895729087613,17211.94339496547,115023453.92530787,4419.990897691711,1947882429.9870532,19484.675955096012,161075.34870511363,6450.887344763345,765108526.4161946,2026579445.3336966,935.3837856121005,519336508.41248024,-86008365871758.67,-229735910323876.8,85476134733760.52,122601869982646.0
2015-08-21,,0.41121456665078504,23464.629747908606,0.026673936865959497,2032.5356461568715,3776221283.5151224,18.60533272709874,17156.586396222112,116416367.40800136,4415.83598937348,1954942334.4962041,19358.722435633474,160409.21519584078,6419.472903688402,766780954.9921229,2005171892.0787427,931.3102615015782,522856744.04901814,968737496319106.8,2356029187749294.5,-962742820627732.5,-1380900885245695.0
2015-08-28,,0.41474409532699863,23226.987540122318,0.026729782451222667,2028.2618562543973,3806887214.3035855,18.80217942019922,17114.631169208085,117667442.610832,4414.717448417913,1959949678.0901132,19244.141528462027,159723.6233909899,6391.987828453574,767503370.6652412,1979903803.8534908,927.9375996035437,522379480.3654492,3923943819919204.0,1.0759524345946326e+16,-3899661936828256.5,-5593442511692030.0
2015-09-04,,0.4197221985317769,23017.945421719367,0.026656522823113513,2025.0713690541352,3832725025.526448,18.952035690046923,17084.928728223313,118853409.02329554,4416.2809943699085,1962636521.9724174,19143.707234255176,158977.98158043783,6367.600936716814,767438734.6527101,1953379074.9483097,925.1368612044864,518006151.5773142,7629898054376975.0,2.9137436170857104e+16,-7582683236567507.0,-1.0876148613694354e+16
2015-09-11,,0.4233806794575538,22835.226835918493,0.0264926082431344,2022.816902904629,3853051584.4402175,19.067965700653925,17066.418033587473,119987921.85152474,4420.112174247668,1963061114.0792124,19058.096239391383,158083.56568561395,6345.514815483794,766555901.2042569,1926849007.2917416,922.7379474799378,510320762.16973937,3296510321754513.0,5.204554900294866e+16,-3276111080094975.5,-4699058350512439.0
2015-09-18,,0.4236515319154407,22676.27916361418,0.026266263849708284,2021.3464147206853,3869108934.618469,19.16006281961908,17058.11290695936,121083115.56313427,4425.819042965396,1961902702.550489,18986.46638828548,156973.42651932818,6324.910935271072,764927935.4456047,1901553337.0193162,920.5691114500572,500227418.100927,-3.3806918519653876e+16,4.141762766743528e+16,3.359771683868406e+16,4.819056131161379e+16
2015-09-25,,0.41911544894118785,22538.913989853343,0.025997231274676184,2020.527311459132,3883229455.1763525,19.233452120766856,17059.155263141856,122148113.93748432,4433.060893187299,1960320753.2871504,18927.292556242614,155656.99109634833,6305.178567063755,762757508.5511858,1878632668.2324572,918.5096744140443,488688969.15183085,-1.5438959763863286e+17,-1.0773289919795742e+17,1.534342143986165e+17,2.2007688652707488e+17
2015-10-02,,0.40960844042734573,22421.731762613756,0.02568722215087034,2020.2935738644794,3894137960.366213,19.280572915898546,17068.97271284786,123003388.71071151,4441.6190009324855,1957533058.511832,18879.089168945564,154163.3634752838,6286.3348888663895,759478128.4037766,1857700801.8753307,916.5318834229159,476071232.66406536,-4.180962814679004e+17,-5.3904277438019725e+17,4.155090464071444e+17,5.95981395776239e+17
2015-10-09,,0.3978496278833279,22323.609045819052,0.025313776764760647,2020.6820020544,3898888681.2810736,19.285807237717094,17087.45082270985,123442348.99139081,4451.494750747271,1952101428.6966612,18840.934632023313,152441.94128663058,6269.069481725058,754334638.068527,1836557901.1840708,914.6928402550606,462354887.15971303,-7.468073193327132e+17,-1.083315264337552e+18,7.421859769150473e+17,1.0645473023322853e+18
2015-10-16,,0.3866555156652895,22243.673006911165,0.02484630457314965,2021.7174722186298,3897637321.2495522,19.233652030957302,17113.820162639124,123410012.61381152,4462.657125602427,1944448536.4791198,18812.360734812137,150485.8575685957,6254.261576700714,747214840.7755599,1812287340.5665255,913.128702365786,447370415.8637392,-5.94306105850682e+17,-4.4547364286316365e+17,5.906284611022417e+17,8.471622403329533e+17
2015-10-23,,0.3783851222833714,22179.357862801855,0.024254796553254923,2023.2294343018468,3894185828.1070433,19.122688912764016,17145.28941708593,123022737.34520306,4474.622164714743,1936607781.6741495,18792.008590614318,148357.6018799825,6242.170727593829,738802481.3300279,1782030272.2005882,911.9248969245236,431028695.7836486,1.5458712457462454e+18,5.017118713898672e+18,-1.5363051901181678e+18,-2.2035845415691156e+18
2015-10-30,,0.37545196552374727,22123.68265272028,0.02351918743719899,2024.8388165180315,3894304321.915533,18.97198626146586,17177.15158606086,122477279.33542715,4486.341465675437,1931098112.2200632,18776.688398202008,146275.66273958125,6232.16139922067,730420380.7064424,1747703930.2321746,911.0092335084735,413495702.75007534,7.73478419300496e+18,2.2771822032865837e+19,-7.686920325904058e+18,-1.1025660078081698e+19
2015-11-06,,0.37875931823688097,22067.49642278255,0.02264672328550442,2026.1394026250468,3902055752.6698313,18.808990716347694,17204.81887441264,121958512.73910578,4496.591502156725,1929424906.2541676,18763.14125411685,144533.4080106681,6223.393059423463,723393961.6150125,1713332409.0087218,910.265215210565,395068568.43485993,1.5544610153813385e+19,6.160076529581004e+19,-1.5448418051232125e+19,-2.2158289530203537e+19
2015-11-13,,0.3896295643330493,22001.550326002805,0.021689841477785098,2026.7165410191956,3919637767.8243217,18.66898997261166,17224.27148651116,121629300.01870686,4504.06940261499,1932382612.2627122,18747.82358646348,143467.6163793013,6214.613497752671,718720228.7167535,1682394436.370281,909.4966506304756,375908932.61622465,6.392150408925947e+18,1.1000242684465586e+20,-6.352594937172892e+18,-9.111783317823593e+18
2015-11-20,,0.4085366157617613,21915.922690147207,0.020727933358836013,2026.0832342386973,3948274578.930479,18.59795069714071,17231.49629107209,121654944.7111281,4507.3027632783405,1940410233.9119093,18724.149333987465,143395.39041408835,6203.899115449245,717182781.3961864,1658585530.1559088,908.348626595971,356428932.3293917,-7.199118954224628e+19,8.755848724238053e+19,7.154569854434627e+19,1.0262088310458515e+20
2015-11-27,,0.43450367190892925,21803.37704653415,0.01984879783942636,2023.8908191819892,3987154743.3947477,18.630496610992928,17223.773570127465,122099763.61612397,4505.33776312756,1952947768.5078485,18684.285698796397,144445.91543312927,6189.922549898555,719060643.6908835,1643730717.076299,906.5165053400644,337226158.5010104,-2.916069985881027e+20,-2.2752230333233994e+20,2.8980249593129104e+20,4.1567541674008936e+20
2015-12-04,,0.464726277826638,21662.236158874694,0.019123593803209327,2020.0845020966688,4032870583.553369,18.769216009633148,17200.796307020388,122827475.46227977,4498.089971792867,1967990436.7280827,18622.45123100003,146477.8396131318,6172.518197078874,724167902.5104584,1636701803.9379025,903.8548267286642,318839528.73140866,-5.670145322747442e+20,-1.1386810657022978e+21,5.6350577139146274e+20,8.082590717718558e+20
2015-12-11,,0.4957291031304118,21496.93974967185,0.01857346118006264,2014.952243033705,4081593725.6242876,18.98231258420644,17164.986165925973,123588519.0437837,4486.30538588776,1983222242.3258643,18537.337727757418,149139.98175874658,6152.606755891969,731732569.1581266,1634464354.125612,900.3944210166449,301586349.2981594,-2.4497940780283104e+20,-2.2884826202415956e+21,2.43463442841828e+20,3.4920944258619716e+20
2015-12-18,,0.5243702827921862,21315.052100525714,0.018192804342542414,2008.890274226062,4131394518.1342926,19.234881453173017,17119.813065780927,124265450.12260045,4470.8796780579305,1997608195.3557384,18430.15535551436,152131.49292246017,6131.345178846774,741312319.1930635,1634765688.2688887,896.2255898924312,286226695.22316945,2.512357055487835e+21,-9.410172356803375e+20,-2.4968102579026683e+21,-3.5812757275931275e+21
2015-12-25,,0.5499718903500556,21125.19415103056,0.017959813009823647,2002.3239475608996,4180589205.5499144,19.494523220277713,17069.266938040706,124843273.73954505,4452.684372928021,2010657826.7065907,18303.412464696154,155175.40451433352,6109.959875310226,752433273.4937395,1636235083.7040167,891.4894862085677,273560628.890136,1.147344313321116e+22,1.0598953622101004e+22,-1.1402443950349212e+22,-1.6354985576247759e+22
2016-01-01,,0.5736303275091655,20936.234664892654,0.01784583873521319,1995.7060079949576,4225372199.7800198,19.7296498828804,17017.722690795836,125208412.03435779,4432.676645950124,2021251072.7694855,18160.541678058238,158027.45327133557,6089.803859178795,763862339.2405736,1638159925.9762363,886.3814961219612,264136960.90831196,3.1070770989181883e+22,4.293185585994324e+22,-3.087850095084071e+22,-4.429028021240059e+22
2016-01-08,,0.5969063030255136,20756.77506642221,0.017840127145287574,1989.5389194467884,4262656641.1554413,19.910733375137358,16969.87351414011,125283989.56587596,4412.106167736776,2028518641.2658465,18005.373500517722,160495.62813804473,6072.240912675538,774436893.2423371,1640445394.3445063,881.1437002946616,258118549.7740791,5.549888894516689e+22,8.347868841375029e+22,-5.5155454483591944e+22,-7.911169451553734e+22
2016-01-15,,0.6197511533711245,20593.448183677967,0.017956140693491458,1984.2627192499278,4290921886.1207604,20.01616630504261,16929.65633687193,125043559.61704722,4392.329287551893,2032076661.624097,17840.58248454327,162527.36030731752,6058.1898289324145,783334687.0438161,1642624651.6045535,875.9947527912689,254871619.22328714,4.416578098208627e+22,3.6067108114125164e+22,-4.389247729079024e+22,-6.2956751738707196e+22
2016-01-22,,0.6415196493289352,20450.15960010457,0.018204140063168624,1980.1595175693017,4310626839.038808,20.038726970214213,16899.667893070353,124510966.20920435,4374.454750356464,2032331187.3328114,17669.19746570422,164162.88321828112,6048.073421728115,790384238.4551287,1644529302.158644,871.1334054516395,253476126.6090861,-1.1488122083136246e+23,-3.698813794547925e+23,1.1417032064991165e+23,1.6375909897875595e+23
2016-01-29,,0.6617540587785707,20329.38750219799,0.018580233907947847,1977.4539181278526,4323664449.922682,19.978847398468194,16881.988919357722,123726199.97703703,4359.311138491703,2030229329.5510814,17496.93674331413,165523.94758115898,6042.205313534062,795940827.994022,1646476415.6591609,866.7958970775964,253201811.7916307,-5.748094821974464e+23,-1.5071512012928225e+24,5.7125248513356104e+23,8.193704959601179e+23
2016-02-05,,0.6799211706550297,20232.340757406724,0.019067246869864808,1976.273582587446,4331278025.241274,19.842560074105812,16877.88935833183,122709505.26334298,4347.1666951113375,2026440526.6403153,17330.72681746761,166750.80742800233,6040.568769548141,800494665.7777243,1648777325.4310634,863.1698669078645,253368723.45387694,-1.1551956833719492e+24,-2.93325818225258e+24,1.148047179769973e+24,1.6466904067013447e+24
2016-02-12,,0.6951631869961262,20158.12794361789,0.019642103304034687,1976.6046937066608,4333417307.157116,19.639750056543058,16887.44452306959,121471525.97583745,4337.7416087780975,2021071728.1521518,17175.597650397132,167902.21309263067,6042.623756927556,804293784.8634642,1651102685.5980902,860.3064375536292,253335217.94928536,-4.7503182707061736e+23,-1.2654228508792204e+24,4.7209226732696194e+23,6.771409933178577e+23
2016-02-19,,0.7057975405807536,20104.509782451343,0.020276258806284714,1978.3857057251548,4329070875.821438,19.378733772947268,16910.155548525247,120027841.68780605,4330.7578025365165,2013677788.6649508,17035.39211620268,168909.47242030312,6047.731620048328,807207264.8377913,1652258097.2173765,858.1700025331592,252904891.32747713,5.350015892517295e+24,1.3013763141268422e+25,-5.316909286918866e+24,-7.626257587971962e+24
2016-02-26,,0.7103225565700647,20069.653600250873,0.02094240456658293,1981.6239559815142,4316934141.576855,19.062343781494466,16945.773767619987,118361853.69751634,4326.382025976796,2003777521.8218558,16913.087443294233,169588.25583743377,6055.5717241179655,808935001.3903121,1650792787.3466556,856.7234424583136,252003103.10365117,2.1670736199041854e+25,5.941943782667249e+25,-2.1536634818637225e+25,-3.08908645684634e+25
2016-03-04,,0.7072780411576484,20053.14744750994,0.02162851978679952,1986.3585793653442,4295900360.830434,18.692002504025247,16994.116079913394,116427482.43490475,4325.124327159616,1991023020.7553186,16811.13972430928,169710.62199014507,6065.917000646823,809276811.8570584,1646066579.835173,855.9476249857679,250571341.1418763,4.213761126994816e+25,1.60905605262863e+26,-4.187685816094694e+25,-6.006566786762412e+25
2016-03-11,,0.6968379117261846,20056.171018008925,0.02233631422296277,1992.6106878483783,4266155308.4959984,18.27309460369686,17054.68642517706,114237335.70880075,4327.553334727624,1975482666.3715868,16731.114160983252,169095.95675969252,6078.4164153103,808290926.4047651,1638417869.0630257,855.822129259441,248509876.43566027,1.8205612849091825e+25,2.874081918267793e+26,-1.8092954110055758e+25,-2.5951454336472597e+25
2016-03-18,,0.6810978355257082,20080.3841890005,0.023070507413229014,2000.3400988025983,4226277805.873807,17.816773860532926,17126.583593721385,111813717.63034807,4333.972891167565,1956643959.7565072,16672.715659583177,167627.0833495543,6092.6470368801165,805671100.226491,1627713636.3458028,856.2908249822888,245644676.66778687,-1.8670548804165376e+26,2.2871766042399234e+26,1.855501297997601e+26,2.66142040229298e+26
2016-03-25,,0.664290075240424,20125.35259842357,0.0238343956941279,2009.3550959152194,4175433705.2774744,17.34410686707253,17207.792531499683,109253772.72449669,4344.162441438182,1934802954.153581,16633.008601173446,165303.1921299407,6108.097637538541,801601708.5092641,1614980936.9129393,857.2364182248858,242025576.1357211,-8.526474350842203e+26,-5.949234617370383e+26,8.473711400385555e+26,1.2154186272176313e+27
2016-04-01,,0.6495766034101197,20187.624489962247,0.024631208309492492,2019.2608654388205,4115536027.9276624,16.885859849952652,17294.777357890624,106680748.52314453,4357.284136205783,1911660130.9408245,16607.040162900714,162248.7568157767,6124.369952730993,797716180.1421638,1602636313.3161316,858.5001512950049,238004197.03516027,-2.3090203077594363e+27,-2.9767069429291393e+27,2.294731784849695e+27,3.2914264175292585e+27
2016-04-08,,0.6387514345280163,20260.125794096977,0.02546760462308224,2029.4562710518996,4053760092.4357524,16.476263379647428,17382.519241035105,104344822.29240002,4371.916518037094,1890832620.7393122,16587.79388876044,158751.4827750052,6140.94870229142,796826768.5392485,1593944776.2530792,859.8296758176975,234272075.71868518,-4.124392718452094e+27,-5.982293224568387e+27,4.0988704310783453e+27,5.879175295322768e+27
