,vix_Volume,infectious_daily_infect_emv_index,hsi_Close,trade_Trade Policy EMV Fraction,sp500_Close,sp500_Volume,vix_Close,dji_Close,dji_Volume,ndx_Close,ndx_Volume,n225_Close,n225_Volume,ftse_Close,ftse_Volume,hsi_Volume,n100_Close,n100_Volume,Overall EMV Tracker,GPR,trade_US Trade Policy Uncertainty,trade_Japanese Trade Policy Uncertainty
2000-01-07,,0.4053905093560476,16619.344197718532,0.031414560878548235,1462.9756859770791,1004310234.6168563,23.081454053877025,10823.973310572504,172532761.5978048,4238.680949935699,1600701326.3817909,20125.86587361839,0.0,6438.16452076677,1055585397.3289955,0.0,1020.5957821621835,0.0,26.06367636503202,20.758562254666092,107.26961320769844,77.22523410307637
2000-01-14,,0.41131297577579523,16600.47325322527,0.0313108354673103,1461.8592354985915,1005129882.615769,23.07657541768306,10820.197973816714,173611701.26658767,4214.934700676253,1604651588.2835972,20009.563574664528,0.0,6435.7595587537835,1051955538.6101319,0.0,1021.5822263360354,0.0,26.07037161810749,21.28296136497168,106.64048495110802,76.74207837260181
2000-01-21,,0.4172102156525275,16581.310733433947,0.031207896997464835,1460.7036816783466,1006015850.4774569,23.072642335119866,10816.456109065084,174704985.42875236,4190.969340020898,1608733719.7055788,19893.195562343983,0.0,6433.29690957071,1048427849.553023,0.0,1022.5273547936827,0.0,26.076431091953566,21.799442045609112,106.01496575335818,76.27309120983163
2000-01-28,,0.42308449334699083,16561.849827908187,0.031105747218389705,1459.5075357258372,1006970294.6206667,23.069706704858028,10812.74083060932,175812936.37646362,4166.782043535115,1612952805.8922884,19776.778272284533,0.0,6430.77193727131,1045009550.3975234,0.0,1023.430061407897,0.0,26.081915639934337,22.308734401571797,105.39182752906044,75.81823763098124
2000-02-04,,0.4289393573854222,16542.08883885077,0.031004375849743075,1458.269353235739,1007994962.386055,23.06782870370299,10809.042189860573,176935763.539879,4142.3720357132925,1617313413.84201,19660.332995294495,0.0,6428.179633844576,1041708779.3344574,0.0,1024.2895243019223,0.0,26.086899907929663,22.811759031981552,104.76972449120345,75.377243069254
2000-02-11,,0.4347783227777571,16522.03073637848,0.03090375988875957,1456.9879008375244,1009091187.9145801,23.067069285848643,10805.348730434647,178073584.56677496,4117.74088181163,1621819540.7088482,19543.884538460636,0.0,6425.515088268402,1038534232.5967178,0.0,1025.1052332642082,0.0,26.091472107758122,23.309503056126367,104.14742967935975,74.94962557583929
2000-02-18,,0.44060411735373417,16501.681592707693,0.03080386291662512,1455.6621455431923,1010260110.5644329,23.06749097763029,10801.647959014666,179226495.82986775,4092.8919661413147,1626475033.3522024,19427.4588930302,0.0,6422.77389609208,1035492487.4086465,0.0,1025.876911273659,0.0,26.095736911246775,23.802933646973173,103.52397573691903,74.53473879591938
2000-02-25,,0.446419908537959,16481.046953497822,0.03070463439604106,1454.2912578693795,1011502778.7545027,23.069157925122955,10797.927309276887,180394607.9968381,4067.829495736087,1631283075.8213093,19311.08165772522,0.0,6419.952444543662,1032585897.5553317,0.0,1026.6043869277719,0.0,26.099820148029192,24.29294244162954,102.89872057148979,74.131821970531
2000-03-03,,0.45222984804118677,16460.13086154677,0.030606008950755062,1452.874741036309,1012820116.5644274,23.072131670156935,10794.175311635145,181577988.69695538,4042.558092896079,1636245915.9195511,19194.77810232183,0.0,6417.048330728378,1029814387.2530687,0.0,1027.2876209219555,0.0,26.103874092746302,24.78031475654195,102.2713568949025,73.74005351565894
2000-03-10,,0.4580387459380431,16438.936198048305,0.030507910822214986,1451.4125434343596,1014212710.082166,23.076469489681372,10790.382911730034,182776588.40257838,4017.0822163542975,1641364486.8522415,19078.572675484145,0.0,6414.060358477779,1027176434.324575,0.0,1027.926744425862,0.0,26.10808220886573,25.265718027400403,101.64188317003983,73.35860498904653
2000-03-17,,0.4638514653699251,16417.463057609893,0.030410274258415904,1449.905010067379,1015680450.7004267,23.082231339502155,10786.543836786748,183990208.8846817,3991.405402602963,1646637701.7273693,18962.487448864216,0.0,6410.987795001118,1024669562.2379086,0.0,1028.5219718052567,0.0,26.112662288868847,25.749704345238587,101.01055225060033,72.98669250940033
