,sj_ndvi_ne,sj_ndvi_nw,sj_ndvi_se,sj_ndvi_sw,sj_precipitation_amt_mm,sj_reanalysis_air_temp_k,sj_reanalysis_avg_temp_k,sj_reanalysis_dew_point_temp_k,sj_reanalysis_max_air_temp_k,sj_reanalysis_min_air_temp_k,sj_reanalysis_precip_amt_kg_per_m2,sj_reanalysis_relative_humidity_percent,sj_reanalysis_sat_precip_amt_mm,sj_reanalysis_specific_humidity_g_per_kg,sj_reanalysis_tdtr_k,sj_station_avg_temp_c,sj_station_diur_temp_rng_c,sj_station_max_temp_c,sj_station_min_temp_c,sj_station_precip_mm,iq_ndvi_ne,iq_ndvi_nw,iq_ndvi_se,iq_ndvi_sw,iq_precipitation_amt_mm,iq_reanalysis_air_temp_k,iq_reanalysis_avg_temp_k,iq_reanalysis_dew_point_temp_k,iq_reanalysis_max_air_temp_k,iq_reanalysis_min_air_temp_k,iq_reanalysis_precip_amt_kg_per_m2,iq_reanalysis_relative_humidity_percent,iq_reanalysis_sat_precip_amt_mm,iq_reanalysis_specific_humidity_g_per_kg,iq_reanalysis_tdtr_k,iq_station_avg_temp_c,iq_station_diur_temp_rng_c,iq_station_max_temp_c,iq_station_min_temp_c,iq_station_precip_mm
2004-06-10,-0.048358884,0.025788337,0.20761251,0.16892937,41.527016,299.2568,299.2972,295.45996,300.82227,297.58755,34.68451,78.91094,46.241093,17.181301,2.4434521,26.55399,6.264686,30.932545,22.669687,22.19453,0.102548115,0.2517321,0.25373465,0.18492095,65.74098,307.15558,298.82852,306.0548,309.11194,282.6343,63.463932,89.75223,71.69806,16.785975,9.113966,27.748705,11.080373,33.656654,20.2394,74.77522
2004-06-17,-0.041666158,0.024034081,0.20668666,0.16887495,43.40422,299.20316,299.30286,295.734,300.88904,297.49088,34.425255,79.04942,49.265762,17.49963,2.4218433,26.6306,6.256276,31.196276,22.568518,22.474413,0.08497127,0.23649672,0.25071922,0.16241668,65.994736,307.14935,298.82043,306.04803,309.10516,282.63293,60.08675,89.74093,71.8133,16.756634,9.14951,27.743242,11.055205,33.655647,20.226112,77.13663
2004-06-24,-0.076008566,0.016898857,0.19954377,0.16589034,40.45122,299.41858,299.49365,295.98145,300.90906,297.5435,33.159157,79.37876,47.34912,17.787743,2.3927171,26.962244,6.291233,31.727467,22.49766,23.282078,0.08897184,0.24365425,0.25675154,0.16551363,66.306984,307.1433,298.81076,306.04092,309.10202,282.6362,58.15325,89.73832,72.239975,16.721783,9.031344,27.73628,11.026719,33.6451,20.21195,76.475105
2004-07-01,-0.07725893,0.017356103,0.19738503,0.16506289,35.62678,299.91556,299.81296,296.2561,300.93637,297.7054,31.209131,79.64637,42.895737,18.07988,2.3863096,27.455011,6.3637605,32.173363,22.772726,23.57744,0.098954424,0.2511193,0.25536022,0.17116493,65.98473,307.13907,298.80368,306.03226,309.11395,282.63544,53.350716,89.68924,72.04796,16.679394,9.038387,27.726856,11.005424,33.63709,20.195536,74.857086
2004-07-08,-0.06981537,0.021201065,0.19505316,0.16208415,30.91894,300.46613,300.14035,296.29697,301.00635,297.9196,29.714172,80.05741,37.9025,18.106224,2.406714,27.912613,6.431359,32.462215,22.909819,24.0354,0.117497414,0.27752614,0.2560962,0.18415093,65.12578,307.1333,298.7931,306.02252,309.10767,282.63934,52.689312,89.64368,71.20869,16.633768,8.879689,27.715494,10.98854,33.635895,20.181053,72.9738
2004-07-15,-0.0659339,0.026636954,0.19756064,0.16201475,28.51593,300.9264,300.39267,296.40213,301.05096,298.1411,29.5272,80.10721,34.929005,18.167154,2.4310968,28.21745,6.487565,32.485355,23.112736,24.377762,0.13574104,0.30574077,0.2612686,0.20756349,64.26873,307.1259,298.7816,306.01373,309.09613,282.6429,53.60204,89.604485,70.55688,16.592476,8.828466,27.703026,10.958323,33.61805,20.173607,73.00517
2004-07-22,-0.064627714,0.029997734,0.199402,0.16287273,26.698156,301.16003,300.52765,296.32257,301.1251,298.34616,29.266533,80.246475,32.088493,18.055548,2.4542632,28.317942,6.50018,32.342278,23.268274,24.547443,0.14564466,0.33327037,0.2716796,0.21688639,63.263744,307.12454,298.7803,306.00735,309.0955,282.64572,51.496773,89.50005,69.68498,16.557323,9.336443,27.69065,10.966373,33.602306,20.17325,71.83226
2004-07-29,-0.071177855,0.02245853,0.201024,0.16153112,26.303362,301.12567,300.53787,296.23843,301.1953,298.4895,29.024391,80.070786,30.870949,17.942791,2.4606953,28.265862,6.4976687,32.151703,23.481728,24.633268,0.15093356,0.3590555,0.2811367,0.22548904,62.164555,307.12198,298.77902,306.00027,309.08658,282.6465,49.349396,89.36596,68.9038,16.533262,9.766715,27.67947,10.990181,33.5879,20.17009,70.54344
2004-08-05,-0.08533763,0.018582208,0.20261203,0.16217493,28.539957,300.84546,300.4221,296.08957,301.33905,298.48132,28.731813,79.82143,33.11317,17.794289,2.4851797,28.035738,6.4914985,31.928745,23.620096,24.274406,0.15078568,0.37045258,0.2895842,0.23507446,61.18415,307.12802,298.78934,305.9948,309.1039,282.64435,49.1046,89.24246,67.525894,16.513626,10.294094,27.6339,10.899855,33.591625,20.176966,72.2018
2004-08-12,-0.092066795,0.01869067,0.20305723,0.16216801,32.71985,300.55908,300.3138,295.9729,301.45416,298.4413,28.280163,79.613266,37.9639,17.700056,2.4987683,27.704391,6.48527,31.80048,23.568604,22.974823,0.14524445,0.36574546,0.2938533,0.23400424,60.794456,307.13544,298.8006,305.9916,309.12103,282.64145,46.06075,89.06069,67.374626,16.493542,10.764451,27.503155,10.6275425,33.59962,20.179766,70.43057
