,sj_ndvi_ne,sj_ndvi_nw,sj_ndvi_se,sj_ndvi_sw,sj_precipitation_amt_mm,sj_reanalysis_air_temp_k,sj_reanalysis_avg_temp_k,sj_reanalysis_dew_point_temp_k,sj_reanalysis_max_air_temp_k,sj_reanalysis_min_air_temp_k,sj_reanalysis_precip_amt_kg_per_m2,sj_reanalysis_relative_humidity_percent,sj_reanalysis_sat_precip_amt_mm,sj_reanalysis_specific_humidity_g_per_kg,sj_reanalysis_tdtr_k,sj_station_avg_temp_c,sj_station_diur_temp_rng_c,sj_station_max_temp_c,sj_station_min_temp_c,sj_station_precip_mm,iq_ndvi_ne,iq_ndvi_nw,iq_ndvi_se,iq_ndvi_sw,iq_precipitation_amt_mm,iq_reanalysis_air_temp_k,iq_reanalysis_avg_temp_k,iq_reanalysis_dew_point_temp_k,iq_reanalysis_max_air_temp_k,iq_reanalysis_min_air_temp_k,iq_reanalysis_precip_amt_kg_per_m2,iq_reanalysis_relative_humidity_percent,iq_reanalysis_sat_precip_amt_mm,iq_reanalysis_specific_humidity_g_per_kg,iq_reanalysis_tdtr_k,iq_station_avg_temp_c,iq_station_diur_temp_rng_c,iq_station_max_temp_c,iq_station_min_temp_c,iq_station_precip_mm
2004-06-10,-0.15843512,-0.067934655,0.12638748,0.16934244,49.886284,297.1806,288.5926,282.7085,303.69968,290.43256,34.93771,80.78111,42.18081,15.214347,2.470512,27.120224,6.7378373,31.066938,21.63553,26.711252,0.30813017,0.27486572,0.24569157,0.2519841,64.234566,296.28033,299.5799,298.77917,303.37607,285.34164,49.900158,86.959564,66.84544,17.382236,9.088801,27.5865,10.091008,33.385643,21.397198,75.931656
2004-06-17,-0.13592234,-0.07448166,0.12337697,0.16800928,51.933815,297.253,288.66302,282.76425,303.74063,290.5359,35.002094,80.723434,43.319176,15.313653,2.4688573,27.194868,6.7280545,31.124752,21.72857,27.022076,0.3058609,0.27300104,0.24516986,0.2493028,65.05964,296.27347,299.57626,298.77814,303.3603,285.33868,46.09601,86.936615,67.426956,17.35363,9.086486,27.537548,9.973185,33.386456,21.38388,77.69614
2004-06-24,-0.15508197,-0.082971975,0.11158897,0.16123888,48.81468,297.29852,288.69736,282.83096,303.74646,290.59836,34.262367,80.83811,40.52088,15.427722,2.439079,27.247194,6.6747346,31.100927,21.830395,28.116806,0.3050645,0.27372646,0.24551113,0.2509991,64.77541,296.26675,299.57343,298.7794,303.3442,285.33954,44.26219,86.92766,67.317215,17.31617,8.920458,27.47774,9.850086,33.37566,21.370655,75.5629
2004-07-01,-0.15507191,-0.0823196,0.10841181,0.1590065,43.67855,297.3116,288.7071,282.8684,303.74838,290.62784,32.597755,80.94806,36.439095,15.503846,2.4157462,27.285599,6.673976,31.161266,21.824394,28.587788,0.30461,0.27367142,0.24525826,0.25083932,63.870598,296.26172,299.57407,298.77893,303.3447,285.33493,38.873974,86.89679,66.65259,17.274588,8.86435,27.399094,9.729073,33.369278,21.359179,72.38422
2004-07-08,-0.12397476,-0.07655312,0.105574355,0.1530142,38.665432,297.33322,288.72446,282.96414,303.77206,290.63803,31.058142,81.27272,32.7162,15.651186,2.4151216,27.344526,6.6749687,31.235962,21.883451,29.270561,0.3057846,0.27596727,0.24548467,0.2520425,63.250412,296.25543,299.57135,298.7784,303.3298,285.33496,38.31308,86.85819,66.046684,17.228039,8.7565155,27.309402,9.631479,33.372852,21.34038,68.906364
2004-07-15,-0.09665293,-0.067805655,0.1103709,0.1529816,36.08415,297.34482,288.7312,282.99454,303.7737,290.6404,30.67265,81.34962,30.880123,15.713729,2.4191003,27.401213,6.6969585,31.296225,21.891819,29.711536,0.3074096,0.27739447,0.24565686,0.25519532,61.659866,296.24738,299.56546,298.77902,303.3114,285.3357,40.169926,86.81893,64.78605,17.182816,8.809571,27.222775,9.626568,33.35668,21.322256,69.19124
2004-07-22,-0.07315521,-0.01991333,0.1140907,0.15471804,34.202007,297.36243,288.74905,283.06003,303.7927,290.65604,30.237213,81.55139,29.969578,15.820179,2.431751,27.46398,6.699818,31.338305,21.94058,29.942724,0.30851695,0.27850834,0.24600567,0.2549948,60.29112,296.2456,299.56522,298.78275,303.311,285.33612,38.062386,86.7431,63.647488,17.138462,9.348509,27.148039,9.636283,33.34421,21.311766,67.419304
2004-07-29,-0.07663217,-0.026134318,0.11743361,0.1522799,33.838425,297.40195,288.7849,283.09225,303.80954,290.68222,29.797846,81.50512,30.118284,15.878658,2.4313457,27.51359,6.728841,31.36338,21.9677,30.106989,0.3093783,0.27985448,0.24614742,0.25537512,57.82003,296.24222,299.56036,298.77917,303.30737,285.3355,35.83648,86.64167,61.722218,17.115604,9.830569,27.090391,9.736302,33.333042,21.317963,65.56917
2004-08-05,-0.08329831,-0.02942101,0.120686494,0.15369572,36.237885,297.47888,288.85822,283.13834,303.88568,290.74408,29.19326,81.36312,31.839191,15.951476,2.463221,27.605055,6.7866507,31.463432,22.00384,29.67572,0.31024772,0.28107092,0.24651201,0.2568157,58.783215,296.24728,299.5654,298.77942,303.33426,285.33298,36.195503,86.54413,62.17178,17.088428,10.268156,27.062752,9.822614,33.34218,21.307459,70.07024
2004-08-12,-0.08637079,-0.029316165,0.122154005,0.15389836,40.55168,297.55585,288.92618,283.1814,303.95474,290.78522,28.482887,81.2173,34.493076,16.014322,2.4862592,27.764452,6.8338156,31.589869,22.10651,27.996174,0.31040892,0.2803394,0.24687037,0.25544652,57.49074,296.2548,299.57095,298.78333,303.36948,285.32938,33.072613,86.40133,61.23922,17.05869,10.650037,27.488132,9.967786,33.352367,21.31126,67.06473
