,sj_ndvi_ne,sj_ndvi_nw,sj_ndvi_se,sj_ndvi_sw,sj_precipitation_amt_mm,sj_reanalysis_air_temp_k,sj_reanalysis_avg_temp_k,sj_reanalysis_dew_point_temp_k,sj_reanalysis_max_air_temp_k,sj_reanalysis_min_air_temp_k,sj_reanalysis_precip_amt_kg_per_m2,sj_reanalysis_relative_humidity_percent,sj_reanalysis_sat_precip_amt_mm,sj_reanalysis_specific_humidity_g_per_kg,sj_reanalysis_tdtr_k,sj_station_avg_temp_c,sj_station_diur_temp_rng_c,sj_station_max_temp_c,sj_station_min_temp_c,sj_station_precip_mm,iq_ndvi_ne,iq_ndvi_nw,iq_ndvi_se,iq_ndvi_sw,iq_precipitation_amt_mm,iq_reanalysis_air_temp_k,iq_reanalysis_avg_temp_k,iq_reanalysis_dew_point_temp_k,iq_reanalysis_max_air_temp_k,iq_reanalysis_min_air_temp_k,iq_reanalysis_precip_amt_kg_per_m2,iq_reanalysis_relative_humidity_percent,iq_reanalysis_sat_precip_amt_mm,iq_reanalysis_specific_humidity_g_per_kg,iq_reanalysis_tdtr_k,iq_station_avg_temp_c,iq_station_diur_temp_rng_c,iq_station_max_temp_c,iq_station_min_temp_c,iq_station_precip_mm
2006-07-23,-0.10973268,0.0641373,0.21119492,0.14979745,33.51997,294.615,292.3929,301.7141,296.44345,284.04346,30.068005,77.14919,35.601234,17.622627,2.4913204,26.04779,6.4410753,30.001194,23.00437,28.266687,0.25607577,0.19493486,0.2404639,0.237291,60.888706,281.76163,298.55066,291.00394,308.56708,293.25235,26.23991,87.40025,61.868862,16.761795,10.08743,25.139814,9.322623,34.843807,20.341627,84.91991
2006-07-30,-0.103058085,0.068452835,0.21053328,0.14770168,34.08912,294.6255,292.4122,301.72388,296.46188,284.05936,31.088297,77.18327,36.372784,17.744007,2.487867,26.077793,6.453951,30.0326,23.010431,28.43217,0.26070264,0.19758354,0.24176572,0.24153744,57.56034,281.77634,298.55676,291.00494,308.56787,293.3101,25.654482,87.27484,58.776276,16.797266,10.153951,25.137526,9.351616,34.855457,20.341648,84.3947
2006-08-06,-0.0969368,0.07025164,0.20992005,0.14500837,34.04494,294.63562,292.4307,301.73346,296.4794,284.07416,31.905067,77.22038,36.365147,17.811039,2.484033,26.101606,6.4634953,30.058468,23.010324,28.56441,0.265383,0.20123535,0.24314857,0.24627301,54.326927,281.7978,298.5671,291.00323,308.56946,293.36288,26.382563,87.02501,55.61412,16.815538,10.251971,25.135176,9.384676,34.865665,20.32524,79.18939
2006-08-13,-0.09198559,0.070306465,0.20929329,0.1426636,34.38448,294.64624,292.44922,301.74423,296.49728,284.08884,32.905384,77.26102,36.805935,17.835472,2.4802427,26.11956,6.4695625,30.079645,23.004166,29.053247,0.26787975,0.20431581,0.24397032,0.24914671,51.82304,281.8226,298.5794,291.00195,308.57355,293.40552,29.143793,86.83072,52.993805,16.833345,10.344095,25.130632,9.414595,34.87664,20.294222,78.8802
2006-08-20,-0.08830559,0.06914503,0.20840347,0.14075992,35.67684,294.65695,292.46716,301.7559,296.51434,284.10327,35.5641,77.30414,38.151207,17.817879,2.4765434,26.131786,6.47046,30.094946,22.993118,29.758467,0.26945853,0.20670263,0.2441956,0.25133848,49.76519,281.84726,298.59326,291.00436,308.58127,293.4396,31.613611,86.65583,50.61609,16.848528,10.446529,25.131887,9.45595,34.890797,20.25404,78.90465
2006-08-27,-0.08807549,0.0673081,0.20935357,0.14053884,36.099358,294.66718,292.48404,301.76578,296.52966,284.1164,38.311356,77.34171,38.567104,17.740011,2.4730978,26.140186,6.466392,30.103806,22.98396,30.210562,0.2699903,0.20821577,0.24399418,0.25332063,48.619843,281.87958,298.60895,291.00876,308.59262,293.4765,33.2634,86.540855,49.051434,16.874739,10.487712,25.133074,9.482032,34.904358,20.221983,79.26181
2006-09-03,-0.09034275,0.06491696,0.21176796,0.14224458,35.962368,294.67697,292.50012,301.77658,296.54504,284.12866,40.265003,77.38114,38.489685,17.63161,2.470396,26.145775,6.459755,30.108513,22.97628,30.304073,0.26920843,0.20843336,0.24330263,0.2540029,48.927933,281.92236,298.6273,291.02173,308.60413,293.52054,34.272884,86.48994,48.860218,16.91904,10.484179,25.137835,9.499387,34.921543,20.209972,74.46796
2006-09-10,-0.09343465,0.063120805,0.21448019,0.14447127,35.82593,294.68698,292.516,301.78833,296.5593,284.14124,40.917744,77.419044,38.40421,17.508741,2.4674797,26.149424,6.4488273,30.108585,22.968359,30.13601,0.26768234,0.20806274,0.24228959,0.25475717,50.79201,281.96725,298.6437,291.04156,308.6151,293.5625,34.770355,86.52765,50.185215,16.978224,10.444052,25.139355,9.496429,34.937447,20.216183,73.56401
2006-09-17,-0.096149564,0.061598748,0.21614051,0.1461435,35.228207,294.6962,292.53064,301.79837,296.57288,284.15204,40.167183,77.44856,37.808037,17.353432,2.465015,26.152515,6.4359126,30.10563,22.963575,29.672504,0.26499268,0.20763259,0.24113142,0.25481263,54.147778,282.01593,298.65674,291.0616,308.62704,293.58368,33.988297,86.48118,52.96433,17.02602,10.454857,25.142271,9.495581,34.95073,20.23474,73.33491
2006-09-24,-0.09765914,0.059360083,0.21635167,0.14780675,34.70291,294.7049,292.54456,301.80753,296.5853,284.16315,38.39832,77.47099,37.320606,17.177908,2.463556,26.156042,6.423135,30.101017,22.96194,29.028883,0.2618816,0.20692763,0.23984244,0.25367126,58.861187,282.0536,298.6658,291.07092,308.64038,293.57672,32.462826,86.2961,57.143295,17.03342,10.45989,25.146673,9.4996605,34.96626,20.241228,76.14528
2006-10-01,-0.09808454,0.05642116,0.21600084,0.14961244,34.008316,294.7132,292.5581,301.8174,296.5985,284.17245,35.8231,77.490486,36.65067,17.006636,2.4654744,26.160862,6.4135838,30.097496,22.963438,28.191284,0.2596568,0.20656398,0.23876426,0.25162792,63.767445,282.08554,298.6692,291.06714,308.65073,293.551,32.1475,86.008484,61.66295,17.00813,10.495838,25.152618,9.505307,34.986004,20.244547,78.73285
