,trade_Trade Policy EMV Fraction,vix_Volume,infectious_daily_infect_emv_index,GPR,sp500_Volume,Overall EMV Tracker,sp500_Close,vix_Close,dji_Close,dji_Volume,ndx_Close,ndx_Volume,n225_Close,n225_Volume,ftse_Close,ftse_Volume,hsi_Close,hsi_Volume,n100_Close,n100_Volume,trade_US Trade Policy Uncertainty,trade_Japanese Trade Policy Uncertainty
2000-01-07,0.03369202116234272,0.0,0.06913065071024149,84.57409768952097,1142847488.2545986,24.11524370229216,1420.8769976634167,21.49226379985212,11210.411563973159,205352015.46676886,3671.3656795903853,1694049233.7464986,18760.876881982564,606.9389081457284,6407.435332224495,1147271620.320172,15651.82223431701,401626.74988406524,953.953372641955,236091.76451821811,64.05276966273712,135.11940177324533
2000-01-14,0.03325148398575968,0.0,0.08832933892784249,84.82418605101086,1130856899.3047693,24.232379177760464,1423.001418515372,21.61496250488637,11192.127511556084,210580163.80936575,3713.417069442945,1715557099.2051682,18932.827730861827,386.2850370743199,6418.281222662137,1205745674.6686478,15771.640352292694,247515.72560936213,961.6897639299959,161887.60869656317,66.06971705880633,130.7606798346204
2000-01-21,0.030949189634522832,0.0,0.12523847600657012,84.98457627280581,1127792374.8074932,24.312447580866404,1416.5762796123727,22.12810949870428,11066.875179238708,204551887.13576016,3756.699567950237,1748759121.3755236,19097.82667206006,244.60014834889625,6380.611368818311,1285442069.7520764,15935.821829473181,148462.3778795004,966.9113100164782,114378.69727950357,68.71653008715101,123.9400672950227
2000-01-28,0.031258230773018224,0.0,0.18722395945136902,85.08737496758062,1108265412.266114,24.371461007239567,1405.0782415065023,22.902151826144706,10903.918596005735,198261711.28769404,3780.8085041180793,1746876553.147464,19304.495212271395,153.6164115605261,6349.289641126194,1420400556.8713536,16263.895445958668,84757.08221368119,975.1304182726576,84010.76749496907,71.55923524635955,115.9698933829525
2000-02-04,0.03110373371166799,0.0,0.2866554352134121,85.15319615757011,1091179046.9850235,24.421229887105795,1402.4528270390147,23.027657339221136,10773.311383709644,195004467.50059533,3871.31510739232,1770993314.8465648,19482.74870092676,95.18403005319487,6312.211445542277,1655490910.975963,16605.845176557752,43744.977139502764,988.6479003655218,64649.3474344369,74.33063182738071,107.67307670283316
2000-02-11,0.028659031093809267,0.0,0.2933856587265802,85.1952746062372,1083264239.333803,24.47171964198987,1395.3361607757784,23.44963655850991,10604.019075910985,197430271.23823252,3960.6378429643414,1798909787.1641529,19602.496457222358,57.64963507106586,6300.100264564291,1759431804.9616256,16806.314392985234,17300.81293065846,997.7187719991573,52355.68994330987,76.8705979344119,99.55830284170338
2000-02-18,0.028707724262948126,0.0,0.21075845054700618,85.22210668686418,1086822500.8459868,24.533039186957687,1389.7586486167384,23.67636974182389,10469.980416246726,200633879.17434555,4047.698027826736,1838770337.200901,19676.2707752174,33.53098222857443,6308.884387763641,1528103483.694212,16890.05937832934,207.64233988896012,1003.405882773546,44600.84356633574,79.08776308701715,91.93249968900665
2000-02-25,0.030096003620550357,0.0,0.17027636897089243,85.23914574915406,1099245208.8961153,24.61745806577079,1392.8137499079369,23.43715789433977,10385.593599477594,202177078.4323226,4150.495931414751,1866569201.9775748,19724.986688267887,18.02395731896104,6345.98085255426,1382300862.252967,17030.016573328234,-10884.164064317942,1011.1724810341865,39761.03562026657,80.93489952371664,84.97305388595906
2000-03-03,0.03057029412118889,0.0,0.16386260169098454,85.24989027868756,1118432640.290402,24.741854719762003,1407.657871104349,22.844291295690283,10405.50379397889,205105904.31079394,4246.981283065221,1902436355.4341903,19752.600286372413,8.043978169742331,6412.197012450248,1276430708.8027167,17133.767129621232,-18125.296895608306,1020.1312635998813,36793.67571724579,82.39312176826748,78.77417853286146
2000-03-10,0.03275590258574608,0.0,0.19023834778031118,85.2565819814649,1131195819.4671073,24.931084420017584,1422.0930915101053,22.977415137756896,10432.684406646502,206961307.52377903,4303.552912395607,1891329394.7836366,19742.696506012486,1.6105130786563677,6462.8544905608205,1204054007.8418932,17205.171728572615,-22896.650182507932,1024.5351561455982,35029.32921737991,83.4617416278281,73.37668440347684
2000-03-17,0.032981164681618935,0.0,0.25466764435705547,85.26065308989335,1142382428.518053,25.222938902824747,1441.8205772522977,23.45715719697567,10560.237461137232,210717627.0477374,4302.6434020523775,1859903905.2259219,19728.728916089523,-2.5480978705818416,6491.8271000927425,1171178595.5832872,17149.171480231198,-26084.858233775944,1024.6896781722844,34038.15082318522,84.15175428172554,68.7870952377535
2000-03-24,0.03286825318115737,0.0,0.3700077565347495,85.2630121460209,1122968034.7574067,25.675687358122598,1456.898709584303,24.153296068035303,10680.351589942302,207047449.7433126,4273.4111407424325,1862014765.5922608,19744.728120835272,-5.248372896618093,6507.040263122033,1110520207.15556,17104.36329337698,-28259.207994677126,1025.2560296140502,33544.12636772357,84.48165567034165,64.98992139281215
2000-03-31,0.034925303123805054,0.0,0.559274726332907,85.26422528743653,1117656134.2543378,26.37970350599796,1457.7400270971739,25.016787815908817,10713.512892159786,201356270.96781737,4159.794889775067,1898597120.1798782,19715.544637193947,-7.014599525042286,6475.43653282975,1054175938.4124415,16921.508783894176,-29785.228132549673,1024.8400131233034,33370.010532107204,84.47475658317586,61.95554094531454
2000-04-07,0.035454996486168906,0.0,0.7082472725092162,85.26462920976894,1090350428.0329726,27.475498837637694,1450.2888629790511,26.059979064521578,10704.504021030192,200018210.50875026,3997.8731779154487,1891132957.5389183,19559.51667328598,-8.183433910162421,6430.370842006092,1004603755.1079888,16639.72976467218,-30897.62051808834,1025.0471765935754,33401.97332218476,84.15745749771469,59.64526084557292
2000-04-14,0.03574536979586949,0.0,0.9986412178691778,85.26439834641201,1102758375.1102095,29.181760388477972,1429.505529836105,27.43506663393188,10613.626393740951,207384224.71171263,3776.596356408447,1949060599.1266878,19262.414686596112,-8.971060310621397,6356.9152962629205,984350508.1388588,16295.772704648605,-31747.08691208437,1024.1696436910815,33566.90083357133,83.55813992974383,58.01456802898248
2000-04-21,0.03646796928340829,0.0,1.1924249054191969,85.26357967056926,1079742638.6069388,31.838987723877956,1423.1993672102783,27.596603601892344,10583.884693723418,202710072.9834695,3668.508429536015,1885485596.4367766,18728.58704592086,-9.516311780531396,6318.770631833446,961573998.2859267,15980.783961002218,-32430.394699312747,1028.9524337577536,33817.82088340819,82.70645307492956,57.01521921296346
2000-04-28,0.03597114013858271,0.0,1.3162679711273142,85.2621020640453,1016711652.8001376,35.97743649735152,1427.947380756069,26.942715286086955,10602.043827315552,187323170.4602459,3648.092851404187,1709091301.3258524,18287.88427235811,-9.90835641564263,6308.107116060932,932561741.9524423,15718.221558400617,-33009.68101184815,1037.078777592782,34124.545327186584,81.63285339824051,56.59658637796697
2000-05-05,0.035915231665333364,0.0,1.7028603591350804,85.25976212223456,960104796.217905,38.6199729767431,1427.6907023866822,26.43498954373679,10593.42194204196,174704293.22314355,3602.188329173868,1557714114.6902752,17908.16312240989,-10.204473695961497,6293.16512831286,913545034.3900821,15494.079862052859,-33524.84720906988,1043.9952760221024,34467.66182352789,80.36830530119157,56.706526409691165
2000-05-12,0.034529668316458845,0.0,1.2654302647532112,85.25618356282124,934445027.8302736,40.293920980432716,1426.3386164002757,25.70616632746995,10587.514078845667,169379227.1591392,3538.5973820847707,1478428267.8480377,17548.597162289807,-10.44146803291369,6288.685501524469,908108504.1237121,15313.768740092159,-34001.51692131162,1047.0669501625116,34834.676159027964,78.9440831384925,57.29194843040423
2000-05-19,0.03311519518676351,0.0,0.9366180844874171,85.25074213856388,924073930.2202144,41.3333313831988,1425.9559285300975,24.906826148023605,10576.847565088683,170391681.65930748,3501.0484345169352,1450865185.8361588,17225.65888247484,-10.642996994287387,6284.8385543835175,910171658.6261449,15172.653005406275,-34456.14561739564,1047.3272637568186,35217.53537155874,77.39163507902101,58.29919202391428
2000-05-26,0.033920230381391046,0.0,0.6508134890158342,85.242441071199,927822935.4118142,41.94563889839029,1429.268817844362,23.999490319030876,10555.805893888784,167844712.65815037,3511.168305254717,1440150902.5408664,16974.841572742014,-10.824276488354371,6328.476621708751,906780681.7721975,15169.307521915849,-34899.30126463622,1050.222314436076,35611.037433918566,75.74248164650763,59.67429182430074
2000-06-02,0.034757078651141665,0.0,0.4949772542919167,85.22971215043574,972659119.527457,42.253053767438956,1442.7246251197769,22.997125787035284,10585.714816207052,173043499.8936063,3602.8133834164746,1503642860.6695197,16916.09228896519,-10.995101789067121,6394.013183198687,929023856.6870658,15454.171654478709,-35337.77071388811,1060.3860196889577,36011.8101673834,74.02812869533085,61.36318126345633
2000-06-09,0.03602205629728093,0.0,0.43801480539559945,85.21010280917106,979576566.677123,42.31694768850213,1449.1625115785132,22.29770654608197,10573.453078369765,172686751.33816165,3663.4336549707305,1487270401.1714725,16879.317290985775,-11.161787221284612,6412.6347891904215,872008940.6792846,15771.836603564167,-35775.9121202752,1065.2500760708524,36417.655636323616,72.27997745721785,63.311876132200624
2000-06-16,0.035978857980717906,0.0,0.46856091168465164,85.17978673364982,1025230921.8171308,42.15009997250449,1453.929497016603,21.629710632579627,10552.718454317916,179532603.73146212,3704.2066837190364,1514656880.7162113,16844.810767067684,-11.32841155778442,6424.57769805867,856982314.4611148,16018.475533776409,-36216.52326919511,1068.3933632638552,36827.12920622714,70.52921371016589,65.46667458170973
2000-06-23,0.03619608365380362,0.0,0.45072237853024844,85.13280035531699,1025779869.0940492,41.71924753463344,1456.4755680091803,21.187851463762094,10552.330046866384,175678780.98292828,3727.847970651208,1544778162.6788588,16914.400352190965,-11.497617637793155,6415.789266593222,851136929.503263,16180.488873396316,-36661.3990765661,1071.3795330585508,37239.2692702245,68.8066539549321,67.77441347253206
