Date,Open,High,Low,Close,Adj Close,Volume
2007-10-25,6482.000000,6587.600098,6482.000000,6576.299805,6576.299805,1950013600
2007-10-26,6576.299805,6684.100098,6567.100098,6661.299805,6661.299805,2090591800
2007-10-29,6661.299805,6726.899902,6661.299805,6706.000000,6706.000000,1586285000
2007-10-30,6706.000000,6706.000000,6653.799805,6659.000000,6659.000000,1465186500
2007-10-31,6659.000000,6721.600098,6636.899902,6721.600098,6721.600098,1676734200
2007-11-01,6721.600098,6723.700195,6549.700195,6586.100098,6586.100098,1487683600
2007-11-02,6586.100098,6586.100098,6483.399902,6530.600098,6530.600098,1699776600
2007-11-05,6530.600098,6530.600098,6420.399902,6461.399902,6461.399902,1413277800
2007-11-06,6461.399902,6512.100098,6456.399902,6474.899902,6474.899902,1418635300
2007-11-07,6474.899902,6519.200195,6381.299805,6385.100098,6385.100098,1154914700
2007-11-08,6385.100098,6432.299805,6290.299805,6381.899902,6381.899902,2131191000
2007-11-09,6381.899902,6442.899902,6268.899902,6304.899902,6304.899902,1789367900
2007-11-12,6304.899902,6365.200195,6268.600098,6337.899902,6337.899902,1481429700
2007-11-13,6337.899902,6387.399902,6279.700195,6362.399902,6362.399902,1653336100
2007-11-14,6362.399902,6460.799805,6362.399902,6432.100098,6432.100098,1655537300
2007-11-15,6432.100098,6465.399902,6335.500000,6359.600098,6359.600098,1246655500
2007-11-16,6359.600098,6359.600098,6283.899902,6291.200195,6291.200195,1354551400
2007-11-19,6291.200195,6331.700195,6120.799805,6120.799805,6120.799805,1375882300
2007-11-20,6120.799805,6227.700195,6078.700195,6226.500000,6226.500000,1670519200
2007-11-21,6226.500000,6226.500000,6041.799805,6070.899902,6070.899902,1450928000
2007-11-22,6070.899902,6155.299805,6026.899902,6155.299805,6155.299805,1057454800
2007-11-23,6155.299805,6262.100098,6153.600098,6262.100098,6262.100098,1164111300
2007-11-26,6262.100098,6307.799805,6180.500000,6180.500000,6180.500000,1213903300
2007-11-27,6180.500000,6197.100098,6061.799805,6140.700195,6140.700195,1521781000
2007-11-28,6140.700195,6307.399902,6109.600098,6306.200195,6306.200195,1556085100
2007-11-29,6306.200195,6363.500000,6273.399902,6349.100098,6349.100098,1407106200
2007-11-30,6349.100098,6455.799805,6334.000000,6432.500000,6432.500000,1613249500
2007-12-03,6432.500000,6456.100098,6379.899902,6386.600098,6386.600098,1170902700
2007-12-04,6386.600098,6398.200195,6289.299805,6315.200195,6315.200195,1207162500
2007-12-05,6315.200195,6493.799805,6315.200195,6493.799805,6493.799805,1330501400
2007-12-06,6493.799805,6591.799805,6437.799805,6485.600098,6485.600098,1518034100
2007-12-07,6485.600098,6577.799805,6485.600098,6554.899902,6554.899902,1102286000
2007-12-10,6554.899902,6596.700195,6523.700195,6565.399902,6565.399902,1022301700
2007-12-11,6565.399902,6597.500000,6513.399902,6536.899902,6536.899902,969300700
2007-12-12,6536.899902,6610.899902,6429.500000,6559.799805,6559.799805,1582706000
2007-12-13,6559.799805,6559.799805,6364.200195,6364.200195,6364.200195,1406047800
2007-12-14,6364.200195,6426.200195,6336.700195,6397.000000,6397.000000,975937300
2007-12-17,6397.000000,6397.000000,6264.299805,6277.799805,6277.799805,1137995000
2007-12-18,6277.799805,6344.299805,6254.500000,6279.299805,6279.299805,1171365900
2007-12-19,6279.299805,6319.100098,6251.799805,6284.500000,6284.500000,1065834600
2007-12-20,6284.500000,6367.700195,6284.500000,6345.600098,6345.600098,1146323000
2007-12-21,6345.600098,6451.799805,6345.600098,6434.100098,6434.100098,1557130900
2007-12-24,null,null,null,null,null,null
2007-12-27,6479.299805,6504.700195,6468.399902,6497.799805,6497.799805,481185200
2007-12-28,6497.799805,6497.799805,6436.799805,6476.899902,6476.899902,419742800
2007-12-31,null,null,null,null,null,null
2008-01-02,6456.899902,6512.299805,6402.600098,6416.700195,6416.700195,674073300
2008-01-03,6416.700195,6487.799805,6394.600098,6479.399902,6479.399902,932411700
2008-01-04,6479.399902,6534.700195,6333.200195,6348.500000,6348.500000,1182498500
2008-01-07,6348.500000,6376.500000,6275.200195,6335.700195,6335.700195,1298090800
2008-01-08,6335.700195,6399.600098,6335.700195,6356.500000,6356.500000,1418323100
2008-01-09,6356.500000,6356.500000,6241.799805,6272.700195,6272.700195,1823908900
2008-01-10,6272.700195,6314.500000,6213.000000,6222.700195,6222.700195,1561550500
2008-01-11,6222.700195,6251.799805,6147.000000,6202.000000,6202.000000,1584489000
2008-01-14,6202.000000,6247.299805,6173.000000,6215.700195,6215.700195,1141689600
2008-01-15,6215.700195,6215.700195,6025.600098,6025.600098,6025.600098,1633314500
2008-01-16,6025.600098,6031.500000,5908.500000,5942.899902,5942.899902,1889642300
2008-01-17,5942.899902,6028.399902,5895.399902,5902.399902,5902.399902,1696753100
2008-01-18,5902.399902,6030.899902,5856.799805,5901.700195,5901.700195,2001710300
2008-01-21,5901.700195,5901.700195,5571.000000,5578.200195,5578.200195,2105408800
2008-01-22,5578.200195,5764.000000,5338.700195,5740.100098,5740.100098,2146910000
2008-01-23,5740.100098,5844.899902,5518.299805,5609.399902,5609.399902,2146010500
2008-01-24,5609.299805,5882.299805,5609.299805,5875.799805,5875.799805,2129111100
2008-01-25,5875.799805,5973.299805,5848.500000,5869.000000,5869.000000,1647164500
2008-01-28,5869.000000,5869.000000,5705.100098,5788.899902,5788.899902,1232833300
2008-01-29,5788.899902,5885.200195,5788.899902,5885.200195,5885.200195,1144122500
2008-01-30,5885.200195,5885.200195,5818.600098,5837.299805,5837.299805,1122769500
2008-01-31,5837.299805,5899.500000,5689.399902,5879.799805,5879.799805,1888867600
2008-02-01,5879.799805,6044.899902,5879.799805,6029.200195,6029.200195,1791034100
2008-02-04,6029.200195,6071.299805,6000.200195,6026.200195,6026.200195,1102822400
2008-02-05,6026.200195,6026.200195,5852.799805,5868.000000,5868.000000,1421468900
2008-02-06,5868.000000,5892.600098,5816.399902,5875.399902,5875.399902,1316366700
2008-02-07,5875.399902,5875.399902,5708.799805,5724.100098,5724.100098,1650915000
2008-02-08,5724.100098,5805.299805,5703.100098,5784.000000,5784.000000,1253695300
2008-02-11,5784.000000,5789.600098,5681.500000,5707.700195,5707.700195,1130377400
2008-02-12,5707.700195,5910.000000,5707.700195,5910.000000,5910.000000,1473528100
2008-02-13,5910.000000,5915.000000,5814.799805,5880.100098,5880.100098,1282472300
2008-02-14,5880.100098,5938.500000,5859.399902,5879.299805,5879.299805,1312840500
2008-02-15,5879.299805,5915.000000,5763.500000,5787.600098,5787.600098,1286214100
2008-02-18,5787.600098,5951.899902,5787.600098,5946.600098,5946.600098,927279200
2008-02-19,5946.600098,6033.700195,5884.799805,5966.899902,5966.899902,1309517400
2008-02-20,5966.899902,5966.899902,5847.399902,5893.600098,5893.600098,1480551900
2008-02-21,5893.600098,6004.399902,5893.600098,5932.200195,5932.200195,1304872400
2008-02-22,5932.200195,5970.899902,5863.799805,5888.500000,5888.500000,1249304500
2008-02-25,5888.500000,6011.700195,5888.500000,5999.500000,5999.500000,1211085100
2008-02-26,5999.500000,6092.500000,5991.600098,6087.399902,6087.399902,1283573200
2008-02-27,6087.399902,6104.500000,5989.000000,6076.500000,6076.500000,1508230000
2008-02-28,6076.500000,6090.799805,5960.299805,5965.700195,5965.700195,1555514800
2008-02-29,5965.700195,5986.200195,5859.299805,5884.299805,5884.299805,1557177300
2008-03-03,5884.299805,5884.299805,5770.100098,5818.600098,5818.600098,1519244300
2008-03-04,5818.600098,5872.899902,5719.799805,5767.700195,5767.700195,1555756600
2008-03-05,5767.700195,5860.500000,5763.899902,5853.500000,5853.500000,1416583700
2008-03-06,5853.500000,5871.100098,5753.100098,5766.399902,5766.399902,1223869700
2008-03-07,5766.399902,5766.399902,5655.700195,5699.899902,5699.899902,1553543800
2008-03-10,5699.899902,5718.799805,5616.600098,5629.100098,5629.100098,1311044000
2008-03-11,5629.100098,5783.399902,5629.100098,5690.399902,5690.399902,1752461600
2008-03-12,5690.399902,5812.700195,5690.399902,5776.399902,5776.399902,1421371500
2008-03-13,5776.399902,5776.399902,5628.899902,5692.399902,5692.399902,1628702300
2008-03-14,5692.399902,5782.000000,5595.799805,5631.700195,5631.700195,1551275000
2008-03-17,5631.700195,5631.700195,5414.399902,5414.399902,5414.399902,2058764200
2008-03-18,5414.399902,5610.000000,5414.399902,5605.799805,5605.799805,1660294700
2008-03-19,5605.799805,5653.600098,5524.799805,5545.600098,5545.600098,2127270700
2008-03-20,5545.600098,5545.600098,5461.899902,5495.200195,5495.200195,2137214900
2008-03-25,5495.200195,5704.299805,5495.200195,5689.100098,5689.100098,1962218800
2008-03-26,5689.100098,5689.100098,5639.100098,5660.399902,5660.399902,1499881500
2008-03-27,5660.399902,5735.000000,5650.899902,5717.500000,5717.500000,1419002900
2008-03-28,5717.500000,5747.200195,5673.700195,5692.899902,5692.899902,1045046100
2008-03-31,5692.899902,5715.100098,5585.600098,5702.100098,5702.100098,1374906100
2008-04-01,5702.100098,5865.799805,5670.399902,5852.600098,5852.600098,1473810600
2008-04-02,5852.600098,5920.100098,5827.200195,5915.899902,5915.899902,1317727800
2008-04-03,5915.899902,5935.200195,5864.000000,5891.299805,5891.299805,1065812900
2008-04-04,5891.299805,5948.000000,5888.000000,5947.100098,5947.100098,954743500
2008-04-07,5947.100098,6014.799805,5947.100098,6014.799805,6014.799805,946532600
2008-04-08,6014.799805,6014.799805,5942.200195,5990.200195,5990.200195,934849000
2008-04-09,5990.200195,6015.600098,5947.200195,5983.899902,5983.899902,955804900
2008-04-10,5983.899902,6003.200195,5881.899902,5965.100098,5965.100098,1231191200
2008-04-11,5965.100098,6016.299805,5866.100098,5895.500000,5895.500000,1228298000
2008-04-14,5895.500000,5895.500000,5827.000000,5831.600098,5831.600098,1071624800
2008-04-15,5831.600098,5943.299805,5831.600098,5906.899902,5906.899902,1265418200
2008-04-16,5906.899902,6046.200195,5906.899902,6046.200195,6046.200195,1274744100
2008-04-17,6046.200195,6086.399902,5973.899902,5980.399902,5980.399902,1341988600
2008-04-18,5980.399902,6062.100098,5974.299805,6056.600098,6056.600098,1420110900
2008-04-21,6056.500000,6089.500000,6021.200195,6053.000000,6053.000000,1173183800
2008-04-22,6053.000000,6072.000000,6007.500000,6034.700195,6034.700195,1035231500
2008-04-23,6034.700195,6083.600098,5978.799805,6083.600098,6083.600098,1353681300
2008-04-24,6083.600098,6083.600098,5951.899902,6050.700195,6050.700195,1145619200
2008-04-25,6050.700195,6098.799805,6045.500000,6091.399902,6091.399902,1147801700
2008-04-28,6091.399902,6134.500000,6083.500000,6090.399902,6090.399902,781898500
2008-04-29,6090.399902,6133.500000,6051.600098,6089.399902,6089.399902,997915900
2008-04-30,6089.399902,6120.299805,6035.799805,6087.299805,6087.299805,1156154900
2008-05-01,6087.299805,6118.200195,6066.000000,6087.299805,6087.299805,579075100
2008-05-02,6087.299805,6223.899902,6087.299805,6215.500000,6215.500000,1199047200
2008-05-06,6215.500000,6233.700195,6155.899902,6215.299805,6215.299805,1079620600
2008-05-07,6215.200195,6275.000000,6214.100098,6261.000000,6261.000000,1036822500
2008-05-08,6256.500000,6273.299805,6217.000000,6270.799805,6270.799805,1054319900
2008-05-09,6270.799805,6270.799805,6167.600098,6204.700195,6204.700195,964963800
2008-05-12,6204.700195,6251.899902,6184.799805,6220.700195,6220.700195,678570800
2008-05-13,6220.600098,6268.100098,6142.299805,6211.899902,6211.899902,1047796100
2008-05-14,6211.899902,6253.100098,6167.899902,6216.000000,6216.000000,1161774500
2008-05-15,6216.000000,6258.500000,6168.799805,6251.799805,6251.799805,1137169800
2008-05-16,6251.799805,6348.600098,6251.799805,6304.299805,6304.299805,1197060400
2008-05-19,6304.299805,6377.000000,6302.799805,6376.500000,6376.500000,1110917200
