,sj_ndvi_ne,sj_ndvi_nw,sj_ndvi_se,sj_ndvi_sw,sj_precipitation_amt_mm,sj_reanalysis_air_temp_k,sj_reanalysis_avg_temp_k,sj_reanalysis_dew_point_temp_k,sj_reanalysis_max_air_temp_k,sj_reanalysis_min_air_temp_k,sj_reanalysis_precip_amt_kg_per_m2,sj_reanalysis_relative_humidity_percent,sj_reanalysis_sat_precip_amt_mm,sj_reanalysis_specific_humidity_g_per_kg,sj_reanalysis_tdtr_k,sj_station_avg_temp_c,sj_station_diur_temp_rng_c,sj_station_max_temp_c,sj_station_min_temp_c,sj_station_precip_mm,iq_ndvi_ne,iq_ndvi_nw,iq_ndvi_se,iq_ndvi_sw,iq_precipitation_amt_mm,iq_reanalysis_air_temp_k,iq_reanalysis_avg_temp_k,iq_reanalysis_dew_point_temp_k,iq_reanalysis_max_air_temp_k,iq_reanalysis_min_air_temp_k,iq_reanalysis_precip_amt_kg_per_m2,iq_reanalysis_relative_humidity_percent,iq_reanalysis_sat_precip_amt_mm,iq_reanalysis_specific_humidity_g_per_kg,iq_reanalysis_tdtr_k,iq_station_avg_temp_c,iq_station_diur_temp_rng_c,iq_station_max_temp_c,iq_station_min_temp_c,iq_station_precip_mm
2004-06-10,-128947.20551511738,0.018987538725443884,0.13850246267830058,0.16962736605133705,34.40073920628612,296.5174212022523,296.67575321062384,292.38797767556173,298.72301771197516,294.8049142264441,26.262416146621188,77.3879728202834,34.40073920628612,16.073247989527765,2.519455306906851,26.201126243791435,6.0328274105985,30.27725437484994,22.24869799527635,28.461504915171147,-207.8061788024287,-455.82729323870495,-413.3565041236275,-548.0281210597354,68756.70002843927,65702.3412742746,66685.2972309669,66621.47312534817,63534.81918014017,66939.31429078654,25988.24870125274,29203.395303218676,68756.70002843927,4181.382915642804,-2747.825842286959,40699.65021302254,14073.334151908384,-171.87514965374848,-44.31084336325647,117295.79925145619
2004-06-17,-82059.38935209811,0.018277383703965706,0.13888168597330827,0.16809871155853404,35.13987082542875,297.477499166808,297.6314209068857,293.3480131440651,299.6733428065048,295.7524276758129,26.743931037563513,77.68555924737271,35.13987082542875,16.210047251735567,2.5285703111062965,26.367037798809893,6.062140726570049,30.443186617529122,22.39232992907779,29.132822307584906,-192.18493783240075,-421.61659044800285,-382.328040286254,-506.9160559908869,61312.02646958612,58614.916497617094,59451.73347015436,59397.91451071606,56762.042285469346,59669.95667723022,-154460.58161099948,26645.707790776654,61312.02646958612,3861.043866353578,-2543.418976292054,37682.50096723211,13029.958032077026,-157.00980008002497,-39.677539571596306,98681.9958882508
2004-06-24,-51835.60070894007,0.01690490168158771,0.13881645525024586,0.16407680653249856,36.428094235820964,298.1437644475318,298.2878182675274,294.0339054471032,300.30745912541084,296.40176156670384,27.597769744284896,77.96233527546096,36.428094235820964,16.42539206013621,2.5343470198092186,26.598457911641745,6.09188759339838,30.652372074791465,22.597574675693792,30.371803369666512,-159.14387007177544,-349.25624875912786,-316.69867354976793,-419.9595275589291,45402.205014323095,43468.31964771991,43990.888395630565,43958.629830028716,42291.689656251896,44132.25554979021,-548838.9126206313,21208.91439341924,45402.205014323095,3182.8296213777394,-2111.2849918831234,31303.53285979227,10824.00851223039,-125.95547095236304,-30.016466259929256,58613.30717823355
2004-07-01,-32997.439045777544,0.014663223297424883,0.1382751630380803,0.1567580374556775,38.51282118116557,298.64929903918653,298.77605924435005,294.58228957400127,300.7522957392172,296.8820519824343,28.992307631973823,78.2718593077843,38.51282118116557,16.762007360668782,2.538256779298373,26.94143483029439,6.128135376413497,30.946244102577857,22.90484069654929,32.420363296604656,-102.08966294703345,-224.30668927572466,-203.3720929734135,-269.80626351635226,17856.384789511874,17242.421357216423,17220.024757753577,17225.18830093958,17238.311227102906,17228.20179320407,-1235512.8959418293,11808.55935050932,17856.384789511874,2011.4069234565925,-1365.1859166139805,20289.82209864284,7015.289746921302,-72.60737883218594,-13.390822831457813,-10888.19780462147
2004-07-08,-18623.437224353664,0.013743775682280693,0.1394226482978319,0.1522438875942346,39.98249702444095,299.08795591541127,299.20129098388065,295.05428787742915,301.14362993828286,297.2954853810403,30.048032826296485,78.52165362488307,39.98249702444095,17.052607388217528,2.546273466593729,27.24468304328817,6.173608056531135,31.216919557011728,23.177531882642562,33.547831177211435,-65.4262913909055,-143.96045963261184,-130.50932346511536,-173.2264579279435,4225.638179726557,4264.791808978502,4021.1233154944002,4040.501822897997,4745.106072674698,3972.506148530825,-1359114.4492497765,6429.841623210068,4225.638179726557,1272.3041356842705,-880.9332272929471,13140.439303487587,4542.747285461208,-37.66794224391781,-2.1546262756844214,-38089.178602156186
2004-07-15,-9390.927947835997,0.014249331050583581,0.1415359070640838,0.15008935248098348,41.082923826654174,299.46148648246395,299.56530700100956,295.45309067808853,301.4833438501839,297.6442052018752,30.899850723094577,78.71989069987492,41.082923826654174,17.298719865881335,2.55752886338543,27.507904807463355,6.226073695168269,31.466223524575156,23.41521070810527,33.897433010468745,-41.86606833918155,-92.29603570350505,-83.66293460437822,-111.10545102477516,-1922.5666830556966,-1588.6590586866532,-1891.8081927447556,-1869.6277032676098,-969.6146327327169,-1958.470846150084,-1234763.3247954312,3398.047137924723,-1922.5666830556966,806.1119587139297,-566.6349188668228,8496.13377298423,2936.4040220229463,-15.036145592476585,5.41082747099448,-44367.94217180556
2004-07-22,-3469.826750488952,0.016082821642040383,0.14385659188791544,0.14957358757798453,42.042172479097786,299.77343702466317,299.8712948901041,295.7837819117281,301.77378254686994,297.9321795422109,31.72476349877866,78.87476425934841,42.042172479097786,17.50388408876317,2.5710059698245646,27.732467571848787,6.28369226189375,31.695418411820484,23.6167810628919,33.79215579831902,-26.725753385137423,-59.075163547786005,-53.54379024696441,-71.14842731505901,-4198.571877210273,-3755.314170802063,-4043.6249540904246,-4023.726225853684,-3157.7922003940575,-4110.064218233034,-1024133.7878170875,1722.1176622949552,-4198.571877210273,512.1564511644706,-362.6425849739498,5473.353985583679,1890.7755204611117,-0.7247235413723452,10.490393569803771,-41217.88440730036
2004-07-29,308.19541492685676,0.018810073628266734,0.14586718261169465,0.14998787440816802,43.10700247775123,300.0294343732262,300.12441595553037,296.0536866796817,302.0188844865756,298.16625777818564,32.66076942403407,78.99534735966948,43.10700247775123,17.673041088333715,2.5847103666073643,27.920507289627366,6.341970185236534,31.904500724091918,23.784214055872354,33.52945918181965,-16.99584860323335,-37.7141272280177,-34.179315728410884,-45.44749561165884,-4586.753400265909,-4124.584377267899,-4369.319951117926,-4353.521860475858,-3611.8611723247877,-4428.045861612894,-804929.3463933445,819.7988072519602,-4586.753400265909,326.87613564456706,-230.24033239918816,3496.630110902136,1206.9339086919213,7.834366319861628,13.897664670474008,-34584.92860778002
2004-08-05,2683.0558363022283,0.02208362106313646,0.14733526303642303,0.15073575130899353,44.46252626371697,300.235460145371,300.32995072770905,296.2697579583636,302.22311699135366,298.35367173905865,33.82604830640423,79.08746252072376,44.46252626371697,17.80988702301911,2.5968397079592576,28.073038968582225,6.396341406258721,32.09107181518282,23.919575676441962,33.35793480119126,-10.742441440288225,-23.979247906423822,-21.729389867114,-28.916339872681668,-4146.928694439893,-3705.6772627516584,-3900.5747612969244,-3889.107934027882,-3292.9521004865774,-3949.4909561631002,-610281.6291674266,351.97956544760746,-4146.928694439893,210.15495369999041,-144.30564738172006,2207.9867408442587,761.069949337897,12.244086246590205,16.19157383295341,-27366.18328626985
2004-08-12,4114.0381453335285,0.025421405024667356,0.14831656593552286,0.15139463371148087,46.24839478076785,300.3963222512106,300.491927221959,296.4388414625152,302.39025823295424,298.5007954640903,35.316737788142575,79.16222152497724,46.24839478076785,17.91758917117029,2.60611231858838,28.189304368105567,6.442632121767429,32.249932472889114,24.023744218244946,33.503994883741086,-6.722986937833763,-15.148372963606135,-13.725000882523744,-18.283546059775972,-3421.919843622253,-3015.6584326019656,-3164.524485674653,-3156.922017443563,-2696.3705170814355,-3204.0115663968463,-450702.91595525446,123.24326418767942,-3421.919843622253,136.6814134557858,-88.54444569205162,1359.4452082018652,467.41055349016233,13.442905529931743,17.7487990834879,-20830.865263558604
