,sj_ndvi_ne,sj_ndvi_sw,iq_ndvi_ne,iq_ndvi_nw,iq_ndvi_se,iq_ndvi_sw,sj_ndvi_nw,sj_ndvi_se,sj_reanalysis_air_temp_k,sj_reanalysis_avg_temp_k,sj_reanalysis_dew_point_temp_k,sj_reanalysis_max_air_temp_k,sj_reanalysis_min_air_temp_k,sj_reanalysis_relative_humidity_percent,sj_station_precip_mm,iq_reanalysis_air_temp_k,iq_reanalysis_avg_temp_k,iq_reanalysis_dew_point_temp_k,iq_reanalysis_max_air_temp_k,iq_reanalysis_min_air_temp_k,iq_reanalysis_relative_humidity_percent,iq_reanalysis_specific_humidity_g_per_kg,iq_station_max_temp_c,iq_station_min_temp_c,sj_precipitation_amt_mm,sj_reanalysis_precip_amt_kg_per_m2,sj_reanalysis_sat_precip_amt_mm,sj_reanalysis_specific_humidity_g_per_kg,sj_reanalysis_tdtr_k,sj_station_avg_temp_c,sj_station_diur_temp_rng_c,sj_station_max_temp_c,sj_station_min_temp_c,iq_precipitation_amt_mm,iq_reanalysis_precip_amt_kg_per_m2,iq_reanalysis_sat_precip_amt_mm,iq_reanalysis_tdtr_k,iq_station_avg_temp_c,iq_station_diur_temp_rng_c,iq_station_precip_mm
2004-06-10,-0.029164556487039816,0.14281607807556643,0.1702013572053967,0.12785918971118965,0.1907148509483953,0.14886592681070082,-0.00028869129128387266,0.15429358736147558,298.93913779242007,298.9644110398922,295.17865053954813,300.8631346406254,296.87875509954574,79.61926006600659,39.909903474254385,294.7451240646458,295.7849689423217,293.446450744952,302.084437598235,290.726935493863,92.95920144391583,16.033904735853277,32.12052262644818,20.6228748734764,19.907943083238674,26.087636401454066,19.907943083238674,17.716271293143798,2.6603870352916807,28.092884108232173,6.444149640897603,32.07548337092052,23.543678743073123,71.98174647474963,35.88650810221433,71.98174647474963,7.3298376164642995,25.965307400076885,4.9779238683847105,79.17631374242973
2004-06-17,-0.027901096689720076,0.14224212026443403,0.16895439868778328,0.1255781379939221,0.18999721936492836,0.1469878418244848,0.008488962492668976,0.15734512007611118,299.46012397754913,299.5036200667324,295.6773494371543,301.4409817814468,297.34784882713757,79.67379416373691,44.40374087849517,295.30364418038596,296.4226375690713,293.8399937291232,303.26915245675673,290.97059266243764,92.30834904950662,16.007581688307724,32.24129383044276,20.627266612619543,23.274314353080495,25.412958024155824,23.274314353080495,17.793014422169247,2.7369156543523347,28.152582172557032,6.482575375401664,32.2137077314417,23.51252386938702,69.49842036953908,32.96123262789938,69.49842036953908,7.827689732692043,25.743460825084533,3.986613738449207,77.68868038236255
2004-06-24,-0.026618542897152923,0.1416733150108041,0.16771863866266726,0.12330710264115281,0.18929134959183636,0.1451242379168557,0.00397498877631097,0.16252938794578764,299.8563669535262,299.90707707780257,295.9844855447548,301.79766307236025,297.7172572932936,79.34788605900897,41.473673963615305,295.673186678427,296.8716563274319,294.05151845565257,303.8985544902151,290.9796845989604,91.6417660292216,15.954754942734475,32.14955187755142,20.45657347746868,28.680124144447444,25.819159711714413,28.680124144447444,17.830735245179845,2.7121728582777624,28.176031763147297,6.391619111740797,32.13356798192308,23.62302410943554,62.00966702279629,31.730608241430552,62.00966702279629,8.333716334898028,25.48902480033609,2.1139012441977068,83.09536241086465
2004-07-01,-0.025317565511144488,0.1411098471000655,0.16649432186620386,0.1210467977737319,0.18859747042950145,0.14327559437323822,0.0010255090720078172,0.16345867789312857,300.10714934733323,300.1540759660118,296.1961186950049,302.00456173394105,298.0409013800125,79.22936296875308,45.0539686374241,296.0416943897266,297.3232576568241,294.29257146984764,304.4584303347441,291.21619846176395,91.2113216309024,16.030027874183332,32.06699926946903,20.656708588198995,31.536560926206615,27.98727031428196,31.536560926206615,17.874967461863648,2.6583607296682574,28.187927216792062,6.324552257390742,32.039077147281134,23.67725887422778,60.33431208143993,31.669158092270422,60.33431208143993,8.826051618977177,25.316217038929445,-1.1489133220368064,85.41609023032802
2004-07-08,-0.023998843197752594,0.1405518997225319,0.16528168801340706,0.11879793459328324,0.18791580732157048,0.14144238497438824,-0.003377827189762789,0.16675806801750925,300.24129251617336,300.2869680200361,296.3263979436932,302.10317167763384,298.2835744766543,79.2577701941756,44.119917953092546,296.37948966101357,297.713492441193,294.37519134053537,305.0207213901348,291.32756352587376,90.08695206549244,16.00816634280754,32.217171995552214,20.767660288229816,35.02149589049645,29.310160508352695,35.02149589049645,17.903120526781727,2.613311513044094,28.167803228301956,6.28513880868727,31.911400757203708,23.806055009165746,61.45030153685404,27.80504971184292,61.45030153685404,9.391518109696351,25.025567768267713,-6.267934935738763,70.7950616493725
2004-07-15,-0.022663062597883574,0.13999965441537704,0.16408097176522254,0.11656122115814548,0.18724658228575686,0.13962507788101075,-0.006107284754906151,0.169734852725418,300.3629060872629,300.41675578698187,296.4469461807012,302.2333683268398,298.45390694558193,79.29883591624855,36.70528111869657,296.66104985886227,298.0204465813262,294.3614946416194,305.5578568236183,291.3362056141989,88.79686555526372,15.93710360471974,32.41007813513518,20.671594417086503,37.69456218660932,27.72599185040754,37.69456218660932,17.965389714624926,2.576608961660552,28.214510129319397,6.21695128642423,31.94506600391862,24.03512615374727,58.070924734567015,25.77282330926826,58.070924734567015,9.937259659662503,24.429090352458793,-14.404633031280618,61.69296278918643
2004-07-22,-0.021310918034720544,0.13945329100506484,0.16289240269757005,0.11433736216017126,0.18659001384560026,0.137824135520354,0.010144520941396815,0.16958625642785985,300.4330369115654,300.48669031143584,296.488596117474,302.32134463025875,298.5060956267989,79.19795826539486,33.42964799562688,296.76592151666574,298.13559172112843,294.340088203892,305.8172609463351,291.32404565197135,88.23303025078607,15.88123895799562,32.46425265723232,20.60933863528188,36.06953126259347,28.524261376644382,36.06953126259347,17.96936025002265,2.615211732466377,28.25453305225411,6.343513692453091,32.026819317868714,24.070219959667792,56.691374241978295,23.949118625635194,56.691374241978295,10.226494570713228,23.357766971196988,-27.752594256955714,58.73342946227207
2004-07-29,-0.019943111218097248,0.13891298755029322,0.1617162052723527,0.11212705870245482,0.18594631696320485,0.1360400144748049,0.010456659311490427,0.16837973535015044,300.500735758734,300.56521056705054,296.6001324115596,302.40485834862193,298.57074645044565,79.43444805366649,31.599555199076566,296.8529411599605,298.2463851741611,294.17919793844055,306.3508740640999,291.2088639881869,87.12907248723923,15.705447832022651,32.590516646091146,20.288506978795454,36.90370634968542,28.7825027871653,36.90370634968542,18.064394097753507,2.6396890736766636,28.34158515366105,6.432961428910788,32.17299359248342,24.13833609994923,55.89850408221974,21.83810317053898,55.89850408221974,10.519788434124333,21.697817490951934,-48.395349526303974,46.907037289674015
2004-08-05,-0.018560350945930792,0.13837892028546833,0.16055259881043063,0.1099310080780575,0.18531570297297695,0.13427316537251135,0.023742620747049324,0.16273489419170997,300.61313802890743,300.69104086286075,296.6585901567852,302.5407736585952,298.64096080951083,79.19389211566639,27.29009553166593,297.0988085030267,298.5394143226797,293.9520553456172,306.92541296103644,290.98787494944844,84.94506551173403,15.475515838696204,32.65410247117936,20.145059166074134,36.939880220732555,28.492267969729305,36.939880220732555,18.110046775095405,2.6777827317395078,28.4873389106919,6.5345740218467725,32.412776151860626,24.25307972867686,49.09862656174761,18.578636665624764,49.09862656174761,11.147083137380186,19.482421799105886,-76.75292999813102,43.27255451626549
2004-08-12,-0.01716335280282872,0.13785126356472863,0.15940179746655525,0.10774990354980138,0.18469837951638232,0.13252403278005645,0.03522813240699244,0.1548109556107813,300.72201964689805,300.81806541930285,296.7203974102317,302.63642119148557,298.7509456583084,78.98458170489812,25.880900577622423,297.2528093918904,298.7390938872224,293.87894410817887,307.39575323822453,290.7571694839064,83.8067832946646,15.401842246467776,32.44773993359728,20.37037082717798,37.159285627117455,28.977558305757196,37.159285627117455,18.166290281235412,2.657101925990421,28.623758220307586,6.625778132112503,32.69404022057616,24.337367374809524,46.1621020732797,18.26403158767977,46.1621020732797,11.570750857292007,17.01276663247797,-109.69648729100152,37.28553350418761
