,sj_ndvi_ne,sj_ndvi_sw,iq_ndvi_ne,iq_ndvi_nw,iq_ndvi_se,iq_ndvi_sw,sj_ndvi_nw,sj_ndvi_se,sj_reanalysis_air_temp_k,sj_reanalysis_avg_temp_k,sj_reanalysis_dew_point_temp_k,sj_reanalysis_max_air_temp_k,sj_reanalysis_min_air_temp_k,sj_reanalysis_relative_humidity_percent,sj_station_precip_mm,iq_reanalysis_air_temp_k,iq_reanalysis_avg_temp_k,iq_reanalysis_dew_point_temp_k,iq_reanalysis_max_air_temp_k,iq_reanalysis_min_air_temp_k,iq_reanalysis_relative_humidity_percent,iq_reanalysis_specific_humidity_g_per_kg,iq_station_max_temp_c,iq_station_min_temp_c,sj_precipitation_amt_mm,sj_reanalysis_precip_amt_kg_per_m2,sj_reanalysis_sat_precip_amt_mm,sj_reanalysis_specific_humidity_g_per_kg,sj_reanalysis_tdtr_k,sj_station_avg_temp_c,sj_station_diur_temp_rng_c,sj_station_max_temp_c,sj_station_min_temp_c,iq_precipitation_amt_mm,iq_reanalysis_precip_amt_kg_per_m2,iq_reanalysis_sat_precip_amt_mm,iq_reanalysis_tdtr_k,iq_station_avg_temp_c,iq_station_diur_temp_rng_c,iq_station_precip_mm
2004-06-10,-5.022305266277726,0.15973295495387504,0.26444345625809623,0.22538369771727268,0.18995555473293574,0.24128696408812794,-0.0002886404885255288,0.1536510642071331,297.6622541426301,297.68769471862385,293.916903825939,299.5790603096401,295.61113932423143,79.27536816621604,39.729397248469624,293.4959188774519,294.5323979234403,292.19760717357894,300.8110987084063,289.4902607642864,92.53910463813202,15.968791368781966,31.98888217902573,20.538001787135393,19.989234366012333,25.999352851701964,19.989234366012333,17.637603708132886,2.6492571806709813,27.968841107293855,6.4174869067843545,31.935317094260352,23.439225775175373,71.67845446759046,35.781314686482,71.67845446759046,7.304653807428035,25.822035014429023,4.866727212043864,78.86483602278106
2004-06-17,-3.1082941723423687,0.15676812671343934,0.2715102506464038,0.22503353875655646,0.19648636938939934,0.24879276626852465,0.008489340735486675,0.15693790070956948,298.65080025089526,298.6944010864869,294.8776110608727,300.6270956438228,296.5443918488921,79.45577985565353,44.28905689522999,294.51178795430235,295.6286359697457,293.0484204900025,302.4619226062654,290.1867315312736,92.0423278070321,15.96629370432417,32.1578205017959,20.573437207658092,23.323329101064022,25.356377345225113,23.323329101064022,17.743158063906215,2.729862855397785,28.073988505901795,6.465666508357615,32.12489961549303,23.44635202468558,69.30603229956277,32.89429029302919,69.30603229956277,7.811677798771802,25.653044983679553,3.9177922611143448,77.49057084136498
2004-06-24,-1.8749240719997715,0.15839993996350563,0.2662741059723188,0.2314824482659381,0.1955059923867385,0.24094475502994878,0.003975567176351234,0.1622731080489746,299.3469847274332,299.3977593589299,295.48112801733436,301.2854041315044,297.21155998207416,79.21062593933081,41.40122831413241,295.17471918753444,296.3718262390454,293.5532843741381,303.3903318641252,290.4863033733024,91.47458842801053,15.928749939324218,32.09697636251197,20.422658214725818,28.708429416007228,25.78292430886762,28.708429416007228,17.79936267769731,2.707735345532266,28.126595111600373,6.38096725516512,32.07770684092614,23.581410613568455,61.88842689221079,31.688189134445334,61.88842689221079,8.323586758228252,25.432520257171916,2.072256647725114,82.96998692809308
2004-07-01,-1.0751494198515275,0.15766044037408763,0.2664339305763537,0.2535084522352925,0.2070605785801272,0.24186967755440839,0.0010262060041435258,0.16329917142728043,299.7900890700439,299.83705430389216,295.88280073535753,301.68570526456,297.72612703338484,79.14388547243428,45.008619086562376,295.73134488688925,297.01204732276835,293.9824244254417,304.1419271611664,290.9090706898868,91.10752585638065,16.0138212166853,32.03423383013839,20.635561753132322,31.55158394552511,27.964088030771695,31.55158394552511,17.855447923248253,2.6555999752021275,28.157187058518716,6.317912255685512,32.00434204805891,23.65139298668069,60.25869450462822,31.642448543407493,60.25869450462822,8.819692396460535,25.281459839823533,-1.1731393413380493,85.33735964057766
2004-07-08,-0.588029930943776,0.1594961406958215,0.26842603992369507,0.2612323726625201,0.2204628380034485,0.25180961480948194,-0.0033770640349792477,0.16666055818718256,300.0474577823859,300.0931552226822,296.13484384129356,301.9082327337285,298.09112931391206,79.20547427858752,44.09194236480869,296.1896698309492,297.52313313098176,294.18555495154993,304.8270543715102,291.1397713540216,90.02376998883203,15.998236680686922,32.19709785884674,20.754694038603013,35.02800583225341,29.29534945935918,35.02800583225341,17.891196758496378,2.6116249437442427,28.149043431825714,6.281069179022603,31.890202134118418,23.790279832274443,61.40391809910044,27.788391272079878,61.40391809910044,9.387573278424428,25.004747987542842,-6.281007848945348,70.74622558541083
2004-07-15,-0.2714584323748568,0.1581996765301992,0.2605806290089349,0.260904013204384,0.22207441030608632,0.24499324780886833,-0.006106488863904681,0.16967701188282378,300.24793484315586,300.30179571762915,296.3333207832096,302.11773540614325,298.3397516150759,79.267779084938,36.68843741114439,296.54836594419083,297.90742871034934,294.24898278714693,305.44280081791305,291.22478572121213,88.7596792159414,15.931190142686125,32.39812485983503,20.663863229958665,37.695621576983854,27.716546112950688,37.695621576983854,17.958328400915633,2.5756097091275425,28.203418704114586,6.214526555823022,31.93253110310324,24.025809761105478,58.04325354707217,25.762583383359445,58.04325354707217,9.934858683151019,24.417193633933785,-14.410575679909085,61.66326699430593
2004-07-22,-0.05759952736781315,0.1585664230192408,0.258277014115285,0.2579815772522246,0.22133088711246493,0.2565180926933627,0.010145328168211865,0.1695537500853465,300.3684481621416,300.42210577572166,296.4247566970372,302.25637659553814,298.44195631380654,79.1804732407559,33.41992850765528,296.70251423588667,298.07198165027404,294.2768464801203,305.7524229468089,291.2614150809723,88.21245462635375,15.87789025889019,32.45748599631158,20.60495146312624,36.06710683988349,28.51825110248091,36.06710683988349,17.96540654541469,2.614651424718774,28.248341622483196,6.342139699709504,32.01981975507549,24.065030588007744,56.67566010597736,23.942965345897676,56.67566010597736,10.225078587468516,23.351573897335214,-27.753989563720534,58.71596957012172
2004-07-29,0.07157335811200483,0.16088970991137325,0.25403353730581907,0.24673597252914348,0.22130407705436667,0.26233757402059815,0.010457464234131013,0.16836336114965456,300.46824518462404,300.53271968734686,296.5680118004288,302.3721680786408,298.538471843254,79.42561252754383,31.59438691345548,296.8209253779032,298.21425003679497,294.1473443168161,306.3180263267543,291.177314979157,87.11908244392896,15.703732119255237,32.58705289567563,20.286249815925643,36.89906127613234,28.778689036719634,36.89906127613234,18.062421398630264,2.6394082624599644,28.338516444979987,6.432256736544762,32.16952098269037,24.13577677572171,55.89041025932495,21.834539819163542,55.89041025932495,10.518998698047254,21.69526111351202,-48.39385588708089,46.89738081292782
2004-08-05,0.1570497679584264,0.1639219977402714,0.2588115003232385,0.2537214385650433,0.22146907696131812,0.2697585340945114,0.02374341470859647,0.16272874493901124,300.60100824655825,300.67890782484557,296.6465903589296,302.5285577841745,298.62889890850306,79.19054623077686,27.287826566963762,297.0867031414591,298.5272424047903,293.9401107176302,306.91285450775797,290.9760402674721,84.9417931862172,15.474834991765132,32.65273244488681,20.14415271200072,36.933825907779394,28.489855410717634,36.933825907779394,18.109331850517,2.677679063667992,28.486252001226124,6.5342937749473,32.41154122330044,24.25218946836953,49.09536912375546,18.57670274380857,49.09536912375546,11.146689389323864,19.482175132478034,-76.74961219680347,43.26785607469762
2004-08-12,0.2117655694364089,0.16296604592620906,0.26556523287233835,0.25824240311395563,0.22221347039392791,0.28360186059769593,0.03522890995033396,0.15481123982513423,300.7227168404919,300.81875741616795,296.7210740676678,302.6371035496095,298.75161745398634,78.98469721461548,25.880470482943245,297.2532452021349,298.7394962808649,293.87954046516194,307.3959737073995,290.75775293219147,83.8077459356708,15.401812374098762,32.4476875298367,20.370314890871086,37.152343423476296,28.97603642979892,37.152343423476296,18.16636889244056,2.65710970636939,28.62392076892707,6.625765170809734,32.694215420117644,24.337529336303515,46.161894098988355,18.263110882722962,46.161894098988355,11.570605334985096,17.01397779783359,-109.69202896815058,37.283966744126225
2004-08-19,0.23968285222326813,0.15911116838435255,0.287207577738827,0.2689921492366737,0.23368545647061978,0.2950024910950269,0.03206691346292635,0.15279045394957577,300.7765710549702,300.8690909126094,296.84665352995796,302.67980750905036,298.77146130100795,79.33788790831397,27.551478366379477,297.55153648192453,299.1594003944989,294.13815388368135,307.90413447117254,291.05918475362995,83.58730777562985,15.64410127809729,32.47100386181146,20.66991506826101,40.61207083348221,32.43411164648895,40.61207083348221,18.291784312741903,2.636451595894144,28.69617088624623,6.596369002583296,32.73400811467036,24.408849141131334,48.78054412447004,20.7912713540471,48.78054412447004,11.86963402025722,15.034692842095708,-137.94960798753863,38.67095436115222
2004-08-26,0.2564789459881922,0.15295107749187994,0.2876489486620509,0.26778893612106874,0.2365276077792569,0.28767417722778466,0.03967956698429645,0.14500418665807466,300.81393357415766,300.91028082968984,296.87501364538645,302.72552328393346,298.81271289526455,79.30218026710044,29.074565857276127,297.78345346937886,299.4011154294277,294.528189899086,308.31910044279505,291.5208437954718,84.3874286494288,16.022657186062297,32.72737419211877,20.762785604625524,44.7276836844553,33.49457856444218,44.7276836844553,18.31949163567996,2.6258705710911823,28.706019827751447,6.623090785223467,32.87886842988512,24.48040386499266,56.40599950025742,25.905789042472342,56.40599950025742,11.683487814932814,14.993594982942035,-142.2893481666479,47.70565748692512
2004-09-02,0.24163836505630343,0.15549011456473588,0.2833422524403816,0.2679348494039615,0.24005821910670977,0.2778993718644873,0.042552186558572916,0.14608633404123636,300.8188780757614,300.91088033330357,296.8549925295889,302.7837069154468,298.8639338072511,79.18650693169447,32.293553876155826,297.93103957106126,299.54891996273204,294.898679278484,308.3640464934024,292.05518925200965,85.42963835527227,16.389911613567694,32.9680169245191,20.927463210844962,53.720238095777816,38.54860711674174,53.720238095777816,18.30360400655494,2.6118308519109465,28.644033234033838,6.6769870128529245,32.937751944930866,24.446504050325313,66.74420430377853,31.56752196180168,66.74420430377853,11.326438375353282,19.448825314245283,-87.70978587412893,66.29093592138796
2004-09-09,0.20315394002392395,0.14928212556098486,0.26881737370753306,0.2472409672814161,0.22318380190381176,0.2667677202985885,0.043957797510570655,0.14375964504244085,300.8030040020377,300.90133496176117,296.9157646346943,302.86629926485324,298.8956733905813,79.56239409165562,37.21082530508474,298.09835463679565,299.71834692804043,295.23959587531647,308.50824970553737,292.6491768163786,86.24860975803927,16.737744585839767,33.40097775915085,21.0968394790361,60.92281666864811,46.23087871595695,60.92281666864811,18.38267139705641,2.594391136491618,28.58643496416612,6.654542448461224,33.022434366283626,24.42039978218278,60.96767042035492,35.16856934705116,60.96767042035492,11.007231925336193,22.37469764260305,-52.59036104222328,59.118274324095424
2004-09-16,0.11940604440457037,0.15372984544901552,0.2819913846430571,0.24572478117867091,0.2287741908551909,0.2854758686176054,0.03915227056183622,0.14900205193001997,300.74404153501916,300.8600666201544,296.9177869190289,302.95011164590085,298.83459364218953,79.87411563909275,45.44754422428514,298.1819793525119,299.71640685895073,295.39387717961324,308.70082998347044,292.82169580473237,86.56730947258697,16.898457840478198,33.652723288359994,20.884767061331527,71.7924037934325,56.468459140901096,71.7924037934325,18.393643327220992,2.6272133500321857,28.44747918644323,6.568427529036503,32.929862743195166,24.27691424819993,58.070322113034635,38.66547053427861,58.070322113034635,10.830745580303363,24.29505942903404,-29.703354705976125,59.13396077581469
