,sj_ndvi_ne,sj_ndvi_nw,sj_ndvi_se,sj_ndvi_sw,sj_precipitation_amt_mm,sj_reanalysis_air_temp_k,sj_reanalysis_avg_temp_k,sj_reanalysis_dew_point_temp_k,sj_reanalysis_max_air_temp_k,sj_reanalysis_min_air_temp_k,sj_reanalysis_precip_amt_kg_per_m2,sj_reanalysis_relative_humidity_percent,sj_reanalysis_sat_precip_amt_mm,sj_reanalysis_specific_humidity_g_per_kg,sj_reanalysis_tdtr_k,sj_station_avg_temp_c,sj_station_diur_temp_rng_c,sj_station_max_temp_c,sj_station_min_temp_c,sj_station_precip_mm,iq_ndvi_ne,iq_ndvi_nw,iq_ndvi_se,iq_ndvi_sw,iq_precipitation_amt_mm,iq_reanalysis_air_temp_k,iq_reanalysis_avg_temp_k,iq_reanalysis_dew_point_temp_k,iq_reanalysis_max_air_temp_k,iq_reanalysis_min_air_temp_k,iq_reanalysis_precip_amt_kg_per_m2,iq_reanalysis_relative_humidity_percent,iq_reanalysis_sat_precip_amt_mm,iq_reanalysis_specific_humidity_g_per_kg,iq_reanalysis_tdtr_k,iq_station_avg_temp_c,iq_station_diur_temp_rng_c,iq_station_max_temp_c,iq_station_min_temp_c,iq_station_precip_mm
1990-04-30,0.11564250283421311,0.17152959834597364,0.20169418058398467,0.1926728218500039,14.811958781593408,299.9369962108306,300.07175335449267,296.0714532217361,302.30618111868375,298.1839564763183,24.22534558834146,79.85963913194409,14.811958781593408,16.456602942396362,2.416328424785046,27.366476329851825,7.101591149959109,32.73669875890841,22.897477357731834,19.089667210702505,220233.35469475432,483373.7470864366,439012.3826872166,580211.8708032159,-82057970.90810426,-78343047.19726008,-79668056.71272135,-79577140.2749292,-75442028.99230397,-79998394.17524715,-730142788.2329108,-32461167.630555876,-82057970.90810426,-4467553.280293936,2903165.127177439,-43312993.81386441,-15006175.30380218,-196653.61414605952,108268.12971955292,-163755438.4824063
1990-05-07,0.11747280166800432,0.1602620167196,0.19892983529552313,0.18223164349835555,16.909225255494505,303.32005466058087,303.46882894236035,299.3808958770472,305.6303025372478,301.59689636385104,24.819452721583218,80.60389674533907,16.909225255494505,16.619494400944912,2.398218572090092,27.689531151622074,7.114612647212158,33.133282437597316,23.161898488039114,21.131013354933277,218995.34431978478,480654.1605654921,436543.3057708341,576947.6332589005,-81596547.47233723,-77902309.19625926,-79219864.36779244,-79129454.38723432,-75017634.53105003,-79548334.98204118,-726033920.3813347,-32278527.805232,-81596547.47233723,-4442417.3791275425,2886806.194273138,-43069196.2888517,-14921706.954040011,-195569.6643654125,107623.24280397408,-162835057.67256826
1990-05-14,0.12589881815152082,0.18579140243388573,0.21028123089991874,0.20138514190494894,13.76959614423077,303.3274332948773,303.4887795984414,299.3533954648018,305.6981642151664,301.57671596140744,24.432227446857944,80.4291668936723,13.76959614423077,16.589903164142132,2.465231286670704,27.679900154357057,7.270083706085295,33.14845399720534,23.035949763581907,19.338980387900307,217761.98217746266,477944.79394180846,434083.50389364595,573695.6616448014,-81136857.04643276,-77463227.28362735,-78773356.12183754,-78683450.71440044,-74594834.65926099,-79099966.93447408,-721940496.5480474,-32096574.336650304,-81136857.04643276,-4417375.936693495,2870508.8305880637,-42826315.33092053,-14837556.176146273,-194489.7031035328,106980.91428120526,-161918131.9719157
1990-05-21,0.1286333,0.2450667,0.2275571,0.2358857,15.36,298.987142857,299.228571429,295.31,301.3999999999999,297.0,13.900000000000002,80.3371428571,15.36,16.672857142899996,2.4285714285699997,27.471428571399997,6.77142857143,33.29999999999999,23.3,4.0,216533.25952527506,475245.62797664443,431632.9596021445,570455.9328719001,-80678896.36986361,-77025798.34209996,-78328528.80486941,-78239126.08995065,-74173626.37560095,-78653286.84923257,-717862487.6536782,-31915305.93272639,-80678896.36986361,-4392428.775173388,2854272.920041578,-42584349.2138908,-14753722.372016318,-193413.72301113256,106341.13908051373,-161004654.88302445
1990-05-28,0.1962,0.2622,0.2512,0.24734,7.52,299.5185714290001,299.664285714,295.821428571,301.90000000000003,297.5,12.2,80.46,7.52,17.210000000000004,3.01428571429,28.9428571429,9.37142857143,34.99999999999999,23.9,5.800000000000001,215309.16762070835,472556.6434312549,429191.65544281824,567228.4238511737,-80222662.18210255,-76590019.25441627,-77885379.24690032,-77796477.34740858,-73754006.67873213,-78208291.54300682,-713799864.6188556,-31734721.301374715,-80222662.18210255,-4367575.716748931,2838098.346553118,-42343296.21158257,-14670204.94354586,-192341.71673999907,105703.91213081285,-160094619.90847003
1990-06-04,0.11594953581932584,0.17485,0.2543143,0.1817429,9.579999999999998,299.63,299.76428571400004,295.851428571,302.4,298.1,26.49,79.8914285714,9.579999999999998,17.212857142900003,2.1,28.1142857143,6.94285714286,34.400000000000006,23.9,39.1,214089.69772124317,469877.82106689416,426759.5739621539,564013.111493601,-79768151.22262229,-76155886.90331648,-77443904.27794625,-77355501.32029918,-73335972.56731915,-77764977.83248669,-709752598.3642085,-31554819.150513124,-79768151.22262229,-4342816.583602034,2821984.9940418843,-42103154.59781638,-14587003.292630412,-191273.67694172572,105069.22836070371,-159188020.5508281
1990-06-11,0.1129,0.0928,0.2050714,0.2102714,3.4800000000000004,299.207142857,299.221428571,295.8657142859999,301.3,297.70000000000005,38.6,82.0,3.4800000000000004,17.234285714299997,2.04285714286,27.4142857143,6.77142857143,32.2,23.3,29.7,212874.84108437103,467209.1416448231,424336.69770664285,560809.9727101643,-79315360.23089561,-75723398.1715353,-77004100.72801659,-76916194.84214121,-72919521.04002193,-77323342.53435563,-705720659.8103652,-31375598.188053887,-79315360.23089561,-4318151.197914017,2805932.746427464,-41863922.64641178,-14504116.821165338,-190209.5962669893,104437.0826996201,-158284850.31267413
1990-06-18,0.0725,0.0725,0.1514714,0.1330286,151.12,299.591428571,299.528571429,296.531428571,300.6,298.3999999999999,30.0,83.3757142857,151.12,17.9771428571,1.57142857143,28.3714285714,7.685714285710002,33.900000000000006,22.8,21.1,211664.58896757493,464550.5859262945,421923.0092227742,557618.9844118399,-78864285.94639522,-75292549.94181457,-76565965.42712346,-76478554.74646229,-72504649.09550573,-76883382.46530534,-701704019.8779546,-31197057.12191475,-78864285.94639522,-4293579.381866942,2789941.487629113,-41625598.6311892,-14421544.931046238,-189149.46736755953,103807.47007640255,-157385102.6965839
1990-06-25,0.10245,0.146175,0.1255714,0.1236,19.32,299.578571429,299.55714285700003,296.378571429,302.1,297.7,37.51,82.7685714286,19.32,17.79,1.88571428571,28.328571428599997,7.3857142857100015,33.9,22.8,21.1,210458.9326283401,461902.13467256556,419518.49105703377,554440.1235096054,-78414925.10859391,-74863339.09689136,-76129495.20528412,-76042577.86678785,-72091353.73243372,-76445094.44202791,-697702649.4876058,-31019194.66001042,-78414925.10859391,-4269100.957642446,2774011.1015660972,-41388180.8259689,-14339287.024168722,-188093.28289492402,103180.38541992276,-156488771.20513293
1990-07-02,0.12082299989496217,0.12155,0.16068329999999995,0.2025667,14.41,300.154285714,300.278571429,296.65142857100005,302.3,298.7,28.4,81.2814285714,14.41,18.071428571400002,2.01428571429,28.3285714286,6.514285714290002,33.89999999999999,24.4,1.1000000000000014,209257.86332415073,459263.7686448919,417123.1257559121,551273.3669144436,-77967274.4569644,-74435762.51950367,-75694686.89250909,-75608261.036639,-71679631.94946992,-76008475.28120802,-693716519.5599473,-30842009.510257047,-77967274.4569644,-4244715.747422177,2758141.472157885,-41151667.504570864,-14257342.502428291,-187041.03550034127,102555.8236592086,-155595849.3408969
1990-07-09,0.192875,0.08235,0.1919429,0.1529286,22.27,299.5128571430001,299.592857143,296.041428571,301.8,298.0,43.72,81.46714285709999,22.27,17.4185714286,2.15714285714,27.557142857100004,7.15714285714,31.699999999999996,21.7,63.7,208061.37231249316,456635.46860453044,414736.8958658957,548118.6915373297,-77521330.73097944,-74009817.09239258,-75261537.31881161,-75175601.08953944,-71269480.7452783,-75573521.79953709,-689745601.0156077,-30665500.38056989,-77521330.73097944,-4220423.573387904,2742332.483323761,-40916056.94081538,-14175710.767720498,-185992.71783522842,101933.77972303811,-154706330.60645136
1990-07-16,0.2916,0.2118,0.3012,0.2806667,59.17,299.66714285699993,299.75000000000006,296.3342857140001,302.0,297.3,40.9,82.1442857143,59.17,17.7371428571,2.4142857142899996,28.128571428599997,6.900000000000001,32.8,23.899999999999995,12.2,206869.4508508534,454017.2153127376,412359.7839334788,544976.0742892456,-77077090.67011175,-73585499.69829386,-74830043.31420365,-74744594.8590125,-70860897.11851789,-75140230.81370075,-685789864.7752156,-30489665.97886405,-77077090.67011175,-4196224.257721292,2726584.0189832407,-40681347.40852205,-14094391.22194072,-184948.3225507382,101314.24854075142,-153820208.5043719
1990-07-23,0.15056670000000005,0.1717,0.2269,0.2145571,16.48,299.558571429,299.635714286,295.96,301.8,297.1,42.53,80.7428571429,16.48,17.341428571400005,2.07142857143,28.114285714300003,6.35714285714,31.7,22.799999999999997,32.6,205682.09019671704,451408.98953076964,409991.77250514494,541845.4920811706,-76634551.01383409,-73162807.21994618,-74400201.70869781,-74315239.17858313,-70453878.06785618,-74708599.1403895,-681849281.7594,-30314505.013054747,-76634551.01383409,-4172117.622604031,2710895.963055518,-40447537.18151163,-14013383.266984642,-183907.842298464,100697.22504118903,-152937476.53723416
1990-07-30,0.09843445437639549,0.24715,0.3797,0.3813571,32.66,299.862857143,299.95000000000005,296.17285714300004,303.0,298.29999999999995,34.6,80.58428571430002,32.66,17.5942857143,2.58571428571,28.242857142900004,8.085714285710003,34.4,22.8,37.6,204499.2816075679,448810.77201988164,407632.8441273858,538726.9218240806,-76193708.50161923,-72741736.54008946,-73972009.33231005,-73887530.88177578,-70048420.59195581,-74278623.59629364,-677923822.8887897,-30140016.191058766,-76193708.50161923,-4148103.4902180145,2695268.1994600133,-40214624.533603966,-13932686.30474775,-182871.26972987584,100082.70415313936,-152058128.20761374
