,sj_ndvi_ne,sj_ndvi_nw,sj_ndvi_se,sj_ndvi_sw,sj_precipitation_amt_mm,sj_reanalysis_air_temp_k,sj_reanalysis_avg_temp_k,sj_reanalysis_dew_point_temp_k,sj_reanalysis_max_air_temp_k,sj_reanalysis_min_air_temp_k,sj_reanalysis_precip_amt_kg_per_m2,sj_reanalysis_relative_humidity_percent,sj_reanalysis_sat_precip_amt_mm,sj_reanalysis_specific_humidity_g_per_kg,sj_reanalysis_tdtr_k,sj_station_avg_temp_c,sj_station_diur_temp_rng_c,sj_station_max_temp_c,sj_station_min_temp_c,sj_station_precip_mm,iq_ndvi_ne,iq_ndvi_nw,iq_ndvi_se,iq_ndvi_sw,iq_precipitation_amt_mm,iq_reanalysis_air_temp_k,iq_reanalysis_avg_temp_k,iq_reanalysis_dew_point_temp_k,iq_reanalysis_max_air_temp_k,iq_reanalysis_min_air_temp_k,iq_reanalysis_precip_amt_kg_per_m2,iq_reanalysis_relative_humidity_percent,iq_reanalysis_sat_precip_amt_mm,iq_reanalysis_specific_humidity_g_per_kg,iq_reanalysis_tdtr_k,iq_station_avg_temp_c,iq_station_diur_temp_rng_c,iq_station_max_temp_c,iq_station_min_temp_c,iq_station_precip_mm
2004-06-10,-2.7253651674989435e+35,0.013656783566379616,0.15784338959441205,0.17192393197314024,23.30082856605383,295.44286151864515,295.6266787934565,291.2104369006987,297.73927792895086,293.7273111713381,22.472913509279497,76.61911103508102,23.30082856605383,15.439364436507057,2.5044114588302793,25.52899281865612,6.2114157215387715,29.805945921732423,21.38785092438411,22.776783317668052,-2940326098218261.0,-6443082362358046.0,-5843022328570536.0,-7745614687552882.0,1.0911123714572867e+18,1.0390017229847123e+18,1.0566830349572324e+18,1.0555277796832275e+18,1.0003188427008968e+18,1.0612044505813998e+18,9.709108303237784e+18,4.311717103226433e+17,1.0911123714572867e+18,5.9287953316224344e+16,-3.883718926578912e+16,5.686645324643094e+17,1.9662912654230966e+17,1976682989710911.0,-1273959252459453.0,2.1661107633285742e+18
2004-06-17,-1.734367281439018e+35,0.013986344270206959,0.1580206595924822,0.17189329058169855,24.11493930423499,296.38835977011604,296.5705622368148,292.15046207819495,298.6858246662672,294.6640350302253,22.96471773374101,76.89461503740672,24.11493930423499,15.538977380931668,2.514276440103092,25.660139852469555,6.232413354398879,29.942995732029775,21.50890483866477,23.240875738083307,-2722490825116519.0,-5965743945074828.0,-5410139606666136.0,-7171777625117352.0,1.0102771103303188e+18,9.620270888536632e+17,9.7839847757008e+17,9.773288095959004e+17,9.262100368847346e+17,9.825849232844549e+17,8.989807225243536e+18,3.9922827470022976e+17,1.0102771103303188e+18,5.489559436826403e+16,-3.5959928941498956e+16,5.2651010012369837e+17,1.820532408701383e+17,1830220800922025.0,-1179575987591728.2,2.005634357740265e+18
2004-06-24,-1.0955720888006918e+35,0.01479109986189359,0.15764476727762214,0.17114733796301965,25.526374369801363,297.01203202627954,297.1905826311102,292.7811425479878,299.3013927465774,295.2789672567572,23.834536168366242,77.11641632430421,25.526374369801363,15.669372757140525,2.5216222754262994,25.81202226647929,6.245042276179024,30.08693716202277,21.66048905224094,24.00539185088825,-2261926643432170.5,-4956518146092952.0,-4494905477039785.0,-5958526927387912.0,8.393682973072966e+17,7.992807431524334e+17,8.128825802433486e+17,8.119938682482637e+17,7.695228701704513e+17,8.16360803965453e+17,7.468999452344991e+18,3.316907348940703e+17,8.393682973072966e+17,4.560889393950143e+16,-2.987657942388843e+16,4.373882393213907e+17,1.5123726300452902e+17,1520563869953858.0,-980025650399349.8,1.666341756470867e+18
2004-07-01,-6.974179224094649e+34,0.0162315246576885,0.15664037802915537,0.16953683641917827,27.817084591527127,297.4386915359931,297.61082559597014,293.22869282342936,299.7091867900429,295.6951739741513,25.256242783129935,77.32890125118912,27.817084591527127,15.856625443327236,2.5279188043683942,26.015001773985723,6.251836202059998,30.26656068582824,21.872901409640797,25.223036687373334,-1466722582554491.8,-3214002150259545.0,-2914674261770157.0,-3863744223772566.0,5.442790442782839e+17,5.182847152898564e+17,5.271046753907031e+17,5.2652839997368237e+17,4.9898855326122406e+17,5.2936009090894054e+17,4.843189690007601e+18,2.1508117087976723e+17,5.442790442782839e+17,2.957458041197949e+16,-1.937313590149807e+16,2.8351365722536742e+17,9.803150996858998e+16,985916787385892.8,-635485690313525.5,1.0805235698554185e+18
2004-07-08,-3.9361599546059136e+34,0.017458214420432584,0.15580744271544816,0.16794565990192106,30.04418281070396,297.8369994705973,298.00286549145164,293.64727917674264,300.08889003717076,296.08359933554726,26.63889832248523,77.53039311286616,30.04418281070396,16.03511929767047,2.533279366239626,26.206807419062585,6.258298355151722,30.4356887058549,22.07319831511217,26.40317395048583,-950655160501875.2,-2083153124082204.5,-1889143973844533.5,-2504282969988288.0,3.527737141185729e+17,3.3592552552931066e+17,3.416421705403925e+17,3.4126865842109286e+17,3.2341874464421696e+17,3.431040150071592e+17,3.139106737777372e+18,1.3940456515073264e+17,3.527737141185729e+17,1.9168723626438056e+16,-1.255667139483536e+16,1.835935493794825e+17,6.348178441316283e+16,638903463152495.5,-411888468467818.5,7.003417060950245e+17
2004-07-15,-1.9848218888877048e+34,0.018481965783484672,0.15514861067011324,0.16639815544282283,32.17709717901922,298.20637069439124,298.3662087159163,294.0359261414445,300.4402835214752,296.4437614020911,27.969718023196396,77.71924500440483,32.17709717901922,16.202546813202893,2.53768719099554,26.38541540649374,6.2642623275011164,30.592436890817623,22.25940874757777,27.534440455945326,-615743112924585.2,-1349266529668440.5,-1223606034604537.8,-1622033998921803.5,2.2849269230384064e+17,2.1758006526532365e+17,2.2128275499880685e+17,2.210408299732915e+17,2.0947938224347443e+17,2.2222959645715846e+17,2.0332097354137923e+18,9.02927943209769e+16,2.2849269230384064e+17,1.2415645197308824e+16,-8132997268660117.0,1.1865762784279714e+17,4.102866345334587e+16,413639199545722.4,-266781002317283.6,4.536148541311227e+17
2004-07-22,-7.333672201335333e+33,0.01931292401133107,0.1546630587918773,0.16491647138350618,34.18927503981213,298.54653210478523,298.7006580526255,294.3940240975508,300.7634026273581,296.77546874168434,29.237192144018614,77.89412252930583,34.18927503981213,16.35691142166162,2.541134300512254,26.549099616712084,6.269535385699225,30.735159989904325,22.42989083938478,28.607266340544633,-398398145237011.5,-873002509597632.2,-791697648670382.8,-1049488533639382.0,1.4783918327492797e+17,1.4077850289833933e+17,1.4317421464120498e+17,1.4301768447893549e+17,1.3553720458873138e+17,1.437868393447952e+17,1.3155259526222715e+18,5.842118114780355e+16,1.4783918327492797e+17,8033162143149106.0,-5262206251119101.0,7.637723444410224e+16,2.6409223785067572e+16,267353872402313.03,-172612037545997.06,2.9349840681313805e+17
2004-07-29,6.513650696309428e+32,0.0199597007094965,0.15434683242545,0.1635200412482166,36.057883791075824,298.85751188651096,299.0063007571083,294.7213199728676,301.0585210442951,297.07880665061043,30.430923456942423,78.05400261738517,36.057883791075824,16.496542546622628,2.5436223226683783,26.69644624981745,6.2739110845922,30.86246987448051,22.58333246201918,29.61373741329795,-257352451988358.47,-563931682722624.6,-511411344542218.9,-677936006215747.8,9.549924997519654e+16,9.09382826772458e+16,9.24858336683249e+16,9.238472033171454e+16,8.755257635514448e+16,9.288156907766586e+16,8.497864978373925e+17,3.77381615529377e+16,9.549924997519654e+16,5189158534332883.0,-3399212164628125.0,4.8724781838690696e+16,1.684773842393148e+16,172271825779391.38,-111501274484368.67,1.8959089936191782e+17
2004-08-05,5.670746931502686e+33,0.02042888198654875,0.15419325887889687,0.16222523629615776,37.76350024021192,299.1396224135204,299.28349108262506,295.0179001710942,301.32613217441383,297.3541171987002,31.541502477973378,78.19816469237549,37.76350024021192,16.620103684523457,2.5451643094040275,26.826362620533132,6.2771837405378985,30.973252565034905,22.718746069925103,30.547425767744482,-165823867068549.12,-363366782282796.75,-329525544285745.25,-436824943019309.0,6.15343925378185e+16,5.859555948798214e+16,5.95927150696317e+16,5.952756327262245e+16,5.641399908936238e+16,5.984770490490483e+16,5.475550430484686e+17,2.4316367377320704e+16,6.15343925378185e+16,3343604460512029.0,-2190262810566028.0,3.068778473921856e+16,1.06110227811486e+16,110338536052360.75,-71844684527505.31,1.221622185544535e+17
2004-08-12,8.695193708764683e+33,0.020724908128970817,0.15419340360004175,0.161045192257325,39.28983209350616,299.39343696671136,299.5328273714587,295.2841661428114,301.5669279888251,297.601973508043,32.5604345012014,78.32617541350179,39.28983209350616,16.726594244322364,2.5457874222979053,26.93808040952125,6.2791638786096,31.06668386079045,22.835458901627863,31.403209018733712,-106431168331510.62,-233220656681808.62,-211500245974349.75,-280368501011181.88,3.949467868312302e+16,3.760844462410934e+16,3.824844995559315e+16,3.820663351467763e+16,3.620825160328581e+16,3.84121103282143e+16,3.514377829151534e+17,1.5606997594368304e+16,3.949467868312302e+16,2146028885069862.0,-1405778498288801.0,1.879585259693731e+16,6499107765268624.0,69792878121663.03,-46111415071962.28,7.84077940483273e+16
2004-08-19,1.0296164714147396e+34,0.02085028020655728,0.15433653892255905,0.15998979829134047,40.62350589667484,299.6197608023647,299.75512416922487,295.52080338841694,301.78177548797674,297.82314906458123,33.48012570877671,78.43786832295035,40.62350589667484,16.815345961152683,2.5455362530970924,27.03115376217395,6.27969371750928,31.142242978235466,22.933099603075092,32.1770980111598,-67894187629265.94,-148775281451999.12,-134919475271511.5,-178851664520831.38,2.5194194868246784e+16,2.399094040374691e+16,2.439920854455843e+16,2.437253326584203e+16,2.309773815482776e+16,2.4503609731189024e+16,2.241869609287675e+17,9955916893408120.0,2.5194194868246784e+16,1368981131790915.0,-896765301261375.0,1.0940781100676256e+16,3783032189839456.0,42934222547321.56,-29414011871176.156,5.001762092112944e+16
2004-08-26,1.0759988219832175e+34,0.020806029849084584,0.1546105978717744,0.159065822277436,41.753943851383056,299.8195974631489,299.9513801462996,295.72874502503703,301.97169109992825,298.018583212645,34.293928413414406,78.53331974832344,41.753943851383056,16.886014712167096,2.544476468012213,27.105452681922603,6.278661762820604,31.19972343463246,23.011582254967088,32.866090360022866,-42892229433619.625,-93988951468714.75,-85235530322715.75,-112989740316220.25,1.591633190234416e+16,1.5156180704026016e+16,1.541410247005984e+16,1.539725046934688e+16,1.4591903753553952e+16,1.5480057502405216e+16,1.4162921645160858e+17,6289610701847336.0,1.591633190234416e+16,864848357948320.0,-566527894541950.0,6002055829906912.0,2075351860245896.0,27074126983394.812,-18580506761175.03,3.159858641720995e+16
2004-09-02,1.0145043496396737e+34,0.020592376270973364,0.15500259021301632,0.1582771375475007,42.67333857235861,299.9941115467122,300.1227429122371,295.90913134258574,302.137813531809,298.1893442708689,34.9962384826424,78.61282225003836,42.67333857235861,16.938568513340222,2.542698407475664,27.16115219168301,6.276015639125767,31.23924029850179,23.071088666048933,33.46806293247121,-26674210570047.875,-58450705776822.25,-53007048453775.5,-70267089522914.375,9898024810281696.0,9425303113687664.0,9585699117926464.0,9575219220781072.0,9074391403001392.0,9626715135344416.0,8.807616647473075e+16,3911373748418816.0,9898024810281696.0,537830610509222.0,-352311524432944.0,3669440337656320.0,1268795233939032.0,16784852910588.094,-11552200924439.906,1.965057578173293e+16
2004-09-09,8.293415685318061e+33,0.02020948939637209,0.15549896393822488,0.15762501255573202,43.37672132425669,300.1445894180656,300.2704720680672,296.063267005583,302.2813757625052,298.3365919187639,35.58263190177071,78.67685679268021,43.37672132425669,16.97327238046183,2.5403202403961505,27.198717737457237,6.2717723970452814,31.26123288413042,23.112049649741447,33.98171089097612,-16156650737638.625,-35403770849207.875,-32106530997495.625,-42560990541431.25,5995027487436800.0,5708709800901648.0,5805858320197024.0,5799510864749456.0,5496169885961232.0,5830700867732352.0,5.334589972486502e+16,2369037619614424.0,5995027487436800.0,325752799714058.0,-213387752971038.0,2156449940764240.0,745643246735736.0,10109956927558.719,-6992809153775.5,1.1901968374120768e+16
2004-09-16,4.799351291830592e+33,0.019658279090901034,0.15608590189378022,0.15710842632555838,43.862106921389724,300.27239955703936,300.3959020432462,296.19257772012486,302.40367702026316,298.4615406274744,36.05002292811533,78.7260646853561,43.862106921389724,16.990670615782225,2.537490265953126,27.218887287508778,6.266025673086547,31.266462000061217,23.135125842812432,34.40653490261545,-9338263840118.75,-20462765364808.0,-18557017931149.375,-24599514183141.125,3464672984127008.0,3299202991624960.0,3355347496541216.0,3351679146816704.0,3176370977443328.0,3369704612248800.0,3.082989994252032e+16,1369124771533032.0,3464672984127008.0,188260508736388.0,-123322000509977.0,1174978992673568.0,406276600436652.0,5779161841643.875,-4034758759238.2812,6878366375161856.0
