,sj_ndvi_ne,sj_ndvi_nw,sj_ndvi_se,sj_ndvi_sw,sj_precipitation_amt_mm,sj_reanalysis_air_temp_k,sj_reanalysis_avg_temp_k,sj_reanalysis_dew_point_temp_k,sj_reanalysis_max_air_temp_k,sj_reanalysis_min_air_temp_k,sj_reanalysis_precip_amt_kg_per_m2,sj_reanalysis_relative_humidity_percent,sj_reanalysis_sat_precip_amt_mm,sj_reanalysis_specific_humidity_g_per_kg,sj_reanalysis_tdtr_k,sj_station_avg_temp_c,sj_station_diur_temp_rng_c,sj_station_max_temp_c,sj_station_min_temp_c,sj_station_precip_mm,iq_ndvi_ne,iq_ndvi_nw,iq_ndvi_se,iq_ndvi_sw,iq_precipitation_amt_mm,iq_reanalysis_air_temp_k,iq_reanalysis_avg_temp_k,iq_reanalysis_dew_point_temp_k,iq_reanalysis_max_air_temp_k,iq_reanalysis_min_air_temp_k,iq_reanalysis_precip_amt_kg_per_m2,iq_reanalysis_relative_humidity_percent,iq_reanalysis_sat_precip_amt_mm,iq_reanalysis_specific_humidity_g_per_kg,iq_reanalysis_tdtr_k,iq_station_avg_temp_c,iq_station_diur_temp_rng_c,iq_station_max_temp_c,iq_station_min_temp_c,iq_station_precip_mm
1990-04-30,0.12359103080980509,0.14693820283485634,0.1895433613980153,0.1799533789280502,19.788573356839187,295.86425037142817,296.03011378299976,291.6192332872605,298.1329726994088,294.1671625514004,24.5785727350313,76.84518898250228,19.788573356839187,15.415708367870078,2.4388075279927115,26.373955322229875,6.8074697590661755,31.227683999418986,21.643576129816132,17.626300217932716,0.04345642374286053,0.0366504870565524,0.05656392033464233,0.04456959570239453,16.83297497117921,77.93733836838418,78.26661836755886,77.96843630170652,80.09335103127606,76.93583234499039,16.142350635096662,26.287846403046217,16.83297497117921,4.682421160111397,1.8886678572094078,7.114127752029746,2.4033426017728594,8.605138512367644,5.489442872168751,28.450594608662307
1990-05-07,0.12491300403697495,0.1567206421981256,0.18866613232923557,0.1813788142552495,21.55345295987346,296.94548514523626,297.1107615250528,292.86807414171346,299.2332624506176,295.2345580724356,23.357223070424773,77.93352161824588,21.55345295987346,15.782897891979976,2.411294889191209,26.692706526873156,6.825080016386448,31.749098558968527,22.083466445690036,18.063361277329165,0.04321492625683946,0.03641933957042652,0.05686701251954783,0.04437530605588287,16.835770407006446,78.2399003427612,78.57125778293566,78.28058200860997,80.40193830510253,77.23892567653337,16.158384311872425,26.435319874332897,16.835770407006446,4.70193763170725,1.89084996646579,7.137660870814058,2.4098855530701417,8.631911055641835,5.506199786916264,28.59055062082133
1990-05-14,0.1172303150263915,0.16939784769359098,0.19303759643281101,0.18797062184523375,23.06540406980521,297.75887050958073,297.9103153209343,293.8857816114965,299.9854285335098,296.0542846340705,23.22062238492027,79.13097887529125,23.06540406980521,16.231311367432347,2.3916328810412764,27.005818314216974,6.933122237605429,32.27868069872875,22.498924892301847,20.39246712393642,0.04297532707571876,0.03619044213717445,0.05717617226307008,0.0441839273943018,16.837643994143797,78.54501722024065,78.87847799487817,78.5952339534384,80.71321838800681,77.54451191159951,16.17370696249709,26.583436243177495,16.837643994143797,4.721537428041719,1.8931820467826133,7.161379328129301,2.4165912385233086,8.658941404340522,5.5230631118761755,28.72765134520933
1990-05-21,0.126538073885329,0.1813417208371591,0.20456156451856786,0.19797311534999673,22.282354911257578,298.35307843057876,298.50154241510467,294.57923629533656,300.619915507806,296.6102822418252,22.50969535040562,79.73981290466337,22.282354911257578,16.555325415679413,2.390185485759769,27.375802611278836,7.130308757557697,32.822150259146454,22.852889213075187,18.518884582252923,0.04273781069595661,0.035963968638330845,0.057491439936764296,0.04399563924398438,16.838610277234718,78.85272225009356,79.1883122557943,78.91242112037467,81.02722714652685,77.85262180492296,16.188329319664298,26.732186416694788,16.838610277234718,4.741221208518939,1.8956679405034695,7.18528720113645,2.4234627480892654,8.686235542558498,5.540036116603632,28.861853409206365
1990-05-28,0.13541848140985802,0.18051678312579572,0.2114673396559044,0.20037479312319925,22.88382960410505,298.8058950331344,298.9327792156896,295.11201920194605,301.08370263484306,297.07384571217415,23.522463165900554,80.22472604663663,22.88382960410505,16.854755013202798,2.3809541821586633,27.725102134444885,7.3988565896368135,33.268006800407974,23.11602489966452,19.5482328594152,0.04250256195894925,0.0357400931103954,0.057812853901637755,0.04381062107428982,16.838684223570482,79.16304792708483,79.50079305404711,79.232171732886,81.34399965662996,78.16328536547717,16.202262439305706,26.881561013198287,16.838684223570482,4.760989605527505,1.898311456397155,7.20938852169944,2.4305031291759236,8.713799393154964,5.557122049909852,28.99311424819167
1990-06-04,0.13213135477715438,0.16333218188727366,0.21040485321261274,0.19336438541637901,26.557788826866563,299.10175230606114,299.203293184694,295.48851460849056,301.3696988781762,297.4378345770616,26.801049540915823,80.65800564845499,26.557788826866563,17.081948534381652,2.244965420432564,27.829185352476202,7.272399319561168,33.36528073363885,23.220874731578558,23.32596469887969,0.042269765983582785,0.0355189896805027,0.058140450484041234,0.04362905223021245,16.837881219545388,79.47602597565765,79.81595209809548,79.55451323947551,81.6635701867569,78.4765318416314,16.215517698026133,27.031550364306238,16.837881219545388,4.7808432240727985,1.9011163680703096,7.233687274657452,2.437715385295982,8.74163881524129,5.574324138546472,29.121392125384727
1990-06-11,0.12883370892613266,0.14382775528238667,0.20053945787758568,0.18866166472672663,33.62542535608137,299.2777534400656,299.3474161176681,295.77819690490287,301.43533386076945,297.65523788020766,30.141937796528314,81.23991085010863,33.62542535608137,17.281689410060284,2.137930129155923,27.874555792509582,7.211390659993558,33.25341171008178,23.188387946282496,23.94641384582251,0.0420396080984214,0.03530083250181029,0.05847426395222656,0.043451111864777396,16.83621706694191,79.79168733434439,80.13382030086434,79.8794722996681,81.98597218110186,78.79238970653381,16.22810679040918,27.182144517162666,16.83621706694191,4.800782641418111,1.9040864123870516,7.258187396108086,2.4451024747318897,8.769759601682829,5.591645585893052,29.246646151453934
1990-06-18,0.12871366336544615,0.13452051776037238,0.18975062992955585,0.17962315355039168,46.7169875889506,299.4539318529797,299.5028187338549,296.0363575866176,301.5140396142735,297.84977726020486,31.790010428317935,81.66496805990658,46.7169875889506,17.489569010632884,2.049920733974636,28.010288782364007,7.237948797390285,33.35008287858952,23.13210046478472,23.41327492096056,0.04181227377355595,0.035085795688627935,0.05881432649358115,0.04327697887124711,16.833707979046668,80.11006214041026,80.45442776435132,80.20707477023612,82.31123824313511,79.11088664372703,16.240041726193922,27.333333236773015,16.833707979046668,4.820808406734729,1.9072252878962175,7.282892771702082,2.452667309212521,8.798167476615816,5.609089570648223,29.36883630388495
1990-06-25,0.13982681088311888,0.13761314994566215,0.18660493649226387,0.17989289833776254,38.919020046008214,299.58893688119366,299.6394322556145,296.18171945214584,301.7618593796906,297.92062554652114,33.79405722769906,81.74296601790304,38.919020046008214,17.598527560680836,2.0576570765618936,28.07208640767505,7.174538226822509,33.33464716160994,23.140800298361476,23.34006658240052,0.04158794855213703,0.0348740532513111,0.059160668192549656,0.04310683181516324,16.83037057659819,80.4311797147364,80.77780376447613,80.53734569167133,82.6394001193755,79.43204953300257,16.251334827323344,27.485106008453947,16.83037057659819,4.840921040761132,1.9105366532668095,7.30780723495025,2.460412752602095,8.826868092980297,5.626659245524995,29.4879234461009
1990-07-02,0.15840126313148453,0.13898900030919764,0.1956544691544593,0.19141048388446008,35.03361553177393,299.7126219168212,299.77914600610814,296.2741966922148,301.9286112317217,298.022250572696,35.0521378083396,81.6109823866871,35.03361553177393,17.6677526041451,2.0998329237213422,28.080882592316122,7.0685101136191575,33.204062137949755,23.216250294485864,23.712209738678347,0.04136681798161686,0.03466577903094218,0.05951331700925343,0.04294084886624841,16.826221883567328,80.75506854694835,81.10397673617899,80.87030927490825,82.97048868341912,79.7559044364997,16.261998724865155,27.637452040396642,16.826221883567328,4.861121035471461,1.914024125732254,7.332934565543288,2.46834161960185,8.855867030070021,5.644357735950698,29.603869346326505
