,sj_ndvi_ne,sj_ndvi_nw,sj_ndvi_se,sj_ndvi_sw,sj_precipitation_amt_mm,sj_reanalysis_air_temp_k,sj_reanalysis_avg_temp_k,sj_reanalysis_dew_point_temp_k,sj_reanalysis_max_air_temp_k,sj_reanalysis_min_air_temp_k,sj_reanalysis_precip_amt_kg_per_m2,sj_reanalysis_relative_humidity_percent,sj_reanalysis_sat_precip_amt_mm,sj_reanalysis_specific_humidity_g_per_kg,sj_reanalysis_tdtr_k,sj_station_avg_temp_c,sj_station_diur_temp_rng_c,sj_station_max_temp_c,sj_station_min_temp_c,sj_station_precip_mm,iq_ndvi_ne,iq_ndvi_nw,iq_ndvi_se,iq_ndvi_sw,iq_precipitation_amt_mm,iq_reanalysis_air_temp_k,iq_reanalysis_avg_temp_k,iq_reanalysis_dew_point_temp_k,iq_reanalysis_max_air_temp_k,iq_reanalysis_min_air_temp_k,iq_reanalysis_precip_amt_kg_per_m2,iq_reanalysis_relative_humidity_percent,iq_reanalysis_sat_precip_amt_mm,iq_reanalysis_specific_humidity_g_per_kg,iq_reanalysis_tdtr_k,iq_station_avg_temp_c,iq_station_diur_temp_rng_c,iq_station_max_temp_c,iq_station_min_temp_c,iq_station_precip_mm
1990-04-30,0.14327501553173524,0.17249221900723888,0.2092000254226531,0.20091798935971517,39.35678507085766,292.4302449835538,292.51598895196474,288.9396429136373,294.6400729467025,290.725836476661,37.990391107205454,79.00717450895411,39.35678507085766,17.09321790777613,2.2083993500602697,27.292468255797562,7.166017423648379,32.255551760451254,22.62221681095572,23.41806027957685,1.837117874815256e+34,4.0256425241653885e+34,3.650724581539704e+34,4.839465665065106e+34,-6.830401140518019e+36,-6.504186679094365e+36,-6.614872304016601e+36,-6.60764036697332e+36,-6.262030512950292e+36,-6.64317652189736e+36,-6.077935339987162e+37,-2.699149802260621e+36,-6.830401140518019e+36,-3.711446359750678e+35,2.431221464600776e+35,-3.536502146216168e+36,-1.2228287299535225e+36,-1.2374371861638426e+34,7.985409436140341e+33,-1.3532022931101963e+37
1990-05-07,0.1439189110833875,0.17320077534125183,0.20974879529592666,0.20150101483890392,39.46692560644615,293.4152338617437,293.50153179349445,289.9105237202477,295.63260175374546,291.7046353340644,38.11804805550588,79.2629266859067,39.46692560644615,17.143943775130715,2.2166646076237537,27.377818658953117,7.189137348917026,32.355917386344025,22.692735263950727,23.469309462559735,1.8388681332384412e+34,4.029477833174812e+34,3.6542026988326458e+34,4.844076319427632e+34,-6.836908600558011e+36,-6.510383348079993e+36,-6.621174425415105e+36,-6.613935598360486e+36,-6.267996474903902e+36,-6.649505609291423e+36,-6.083725910780433e+37,-2.701721336365107e+36,-6.836908600558011e+36,-3.7149823290707486e+35,2.433537738008996e+35,-3.539871457273012e+36,-1.2239937484350939e+36,-1.2386161173679254e+34,7.993017284244686e+33,-1.3544915202252735e+37
1990-05-14,0.1444128245537934,0.17375556680593485,0.21014091454148276,0.2019256092574368,39.557296065963065,294.13032897700384,294.2170611164721,290.61490441210117,296.3530877130479,292.41508035521565,38.2249739290461,79.44647787499204,39.557296065963065,17.17987835464763,2.222795394728209,27.438625490185117,7.2061329741629105,32.427121111844,22.742728284927026,23.509348933915106,1.836262191474605e+34,4.0237674810391037e+34,3.649024165769678e+34,4.837211563570572e+34,-6.827219716439221e+36,-6.501157197269187e+36,-6.611791267691902e+36,-6.604562699097738e+36,-6.259113821200239e+36,-6.640082302200494e+36,-6.075104395004246e+37,-2.6978926081373845e+36,-6.827219716439221e+36,-3.709717664089445e+35,2.4300890645631713e+35,-3.5348549691709143e+36,-1.2222591797790905e+36,-1.2368608199477047e+34,7.981690012271059e+33,-1.3525720162492341e+37
1990-05-21,0.14485435556995274,0.1742670169867011,0.21045521001094625,0.20227721157667866,39.64599809338343,294.7185931202215,294.8057267917138,291.1937025598604,296.9456725084046,292.99930415787776,38.33251302772817,79.59454276433092,39.64599809338343,17.20820157881128,2.22801853394504,27.48704885078321,7.22040462794857,32.483403718007764,22.78219240870421,23.546144711475492,1.8308734107627856e+34,4.011959145229903e+34,3.6383155691799543e+34,4.823016056799379e+34,-6.807184242300579e+36,-6.48207860125103e+36,-6.59238799982358e+36,-6.585180644520502e+36,-6.240745536846722e+36,-6.620596010156331e+36,-6.057276113207106e+37,-2.689975247949164e+36,-6.807184242300579e+36,-3.6988309553840595e+35,2.4229576130162965e+35,-3.52448144333142e+36,-1.2186722894272714e+36,-1.2332310710893967e+34,7.958266558484423e+33,-1.3486027024495026e+37
1990-05-28,0.1453391376206606,0.1748516958723022,0.21073352350217067,0.20261165411410884,39.7535730269789,295.2682888976786,295.35588125838103,291.7333147168939,297.4991864796412,293.54481501691004,38.46817241447842,79.72731059597082,39.7535730269789,17.232308103149965,2.2332401289902744,27.529247336966904,7.234298578706662,32.53159329539733,22.815890266148262,23.586885421625073,1.823711963962717e+34,3.9962663989080018e+34,3.624084326737207e+34,4.80415086781165e+34,-6.780557998941968e+36,-6.456724005846656e+36,-6.56660193014341e+36,-6.559422766349402e+36,-6.216334913674415e+36,-6.594699605083283e+36,-6.033583129127382e+37,-2.679453432609502e+36,-6.780557998941968e+36,-3.684363009511751e+35,2.4134802348882192e+35,-3.510695488857037e+36,-1.2139054716779468e+36,-1.2284072982271639e+34,7.927137847011458e+33,-1.343327661482983e+37
1990-06-04,0.14586550198855178,0.17550783667213324,0.2109758866290989,0.20292828313290504,39.877608233518984,295.7798492875865,295.86795901863957,292.2341650213423,298.01407037297895,294.0520431981919,38.62981076554409,79.84488714526631,39.877608233518984,17.25216515628737,2.2384600988401977,27.565246532511168,7.247807760011515,32.571767912839285,22.84383892735333,23.631043296452805,1.8154264207875055e+34,3.9781104409266473e+34,3.6076192775665343e+34,4.782324504755396e+34,-6.749752367341616e+36,-6.42738962641943e+36,-6.536768350081454e+36,-6.529621802876683e+36,-6.188092677078994e+36,-6.564738370833699e+36,-6.006171175843446e+37,-2.667280060543641e+36,-6.749752367341616e+36,-3.667624102541158e+35,2.4025152401190122e+35,-3.4947456193618133e+36,-1.2083904294550437e+36,-1.2228263618661332e+34,7.891123019520403e+33,-1.3372246229488473e+37
1990-06-11,0.1465153270657272,0.17623294876656237,0.21118233849847937,0.20322614359426283,40.01464680563549,296.25385153186136,296.34253958561624,292.6968174590019,298.49091218977,294.5215618704254,38.81435800017109,79.94740760492631,40.01464680563549,17.267720762889198,2.2436782197697727,27.5950764253284,7.26092132137997,32.60403219218654,22.866056528756708,23.67786183921568,1.8064331784618885e+34,3.95840371484639e+34,3.5897478871261263e+34,4.758633870610968e+34,-6.716315511601001e+36,-6.395549687999295e+36,-6.504386572434461e+36,-6.497275427723731e+36,-6.15743816549214e+36,-6.532218035577768e+36,-5.976417865169141e+37,-2.65406691526801e+36,-6.716315511601001e+36,-3.649455462959527e+35,2.390613684161615e+35,-3.477433410364246e+36,-1.2024043263322633e+36,-1.2167687368700857e+34,7.852032032201009e+33,-1.3306003006440675e+37
1990-06-18,0.1472012166173477,0.17702384023874487,0.21135293440165875,0.2035040134509093,40.160275068954036,296.691011405666,296.780341670079,293.1219710413375,298.93044152363433,294.9540817011385,39.017881349831484,80.03503858043645,40.160275068954036,17.27890705971425,2.2488941455233435,27.61877327552328,7.273624756638235,32.628517647694025,22.882564332553756,23.726368539280948,1.796999564505933e+34,3.937732010532656e+34,3.5710013892372916e+34,4.733783178413593e+34,-6.681241354938938e+36,-6.362150644832035e+36,-6.470419157824747e+36,-6.463345149160297e+36,-6.125282595897409e+36,-6.498105278615283e+36,-5.945207625549095e+37,-2.6402067625374067e+36,-6.681241354938938e+36,-3.630397160469422e+35,2.378129345280881e+35,-3.459273474313363e+36,-1.1961251016579906e+36,-1.2104144884395635e+34,7.811026879108094e+33,-1.323651605195969e+37
1990-06-25,0.14791940611309295,0.1778766462220228,0.21148775594776834,0.20376044685865322,40.309234341575106,297.0921759484554,297.18221580509663,293.5104537033038,299.33352236956273,295.35044401148434,39.23566994401259,80.10798068016041,40.309234341575106,17.285644545485127,2.254107430534211,27.63638201867325,7.285900079352795,32.64538314228207,22.893389387601175,23.77539114759018,1.7872971940418507e+34,3.91647138503831e+34,3.5517208178390117e+34,4.708224508839713e+34,-6.645167962058349e+36,-6.327800088163867e+36,-6.435484037241234e+36,-6.428448222600959e+36,-6.092210938424186e+36,-6.463020674985202e+36,-5.913108229787168e+37,-2.6259517445293227e+36,-6.645167962058349e+36,-3.610795901343317e+35,2.365289337019577e+35,-3.4405961747959826e+36,-1.1896669864063889e+36,-1.2038792122730223e+34,7.768853520671199e+33,-1.3165049464907482e+37
1990-07-02,0.14866560351045235,0.17878686216642534,0.21158692135828333,0.20399382437283448,40.455554549922624,297.45831484275857,297.54913559751355,293.8632150746103,299.7011445767885,295.71161266824913,39.46233645492704,80.16647162268468,40.455554549922624,17.287847151011842,2.259317553095014,27.64795913288339,7.297726054283106,32.65481544589666,22.89856772902332,23.82357742494279,1.77743622858464e+34,3.8948632332598796e+34,3.5321250861301923e+34,4.68224805713306e+34,-6.608504913265669e+36,-6.292888037075421e+36,-6.399977866951923e+36,-6.392980870655588e+36,-6.058598691425152e+36,-6.427362578198481e+36,-5.88048413709562e+37,-2.6114637139051752e+36,-6.608504913265669e+36,-3.59087423990944e+35,2.3522394459006324e+35,-3.4216135756022257e+36,-1.1831033066166977e+36,-1.197237110440221e+34,7.725990796575126e+33,-1.3092414683367416e+37
